Input_Name,Selected_Name,Rank,Score,URL,Timestamp
"Richy Mitch & The Coal Miners","Richy Mitch & The Coal Miners",1,1.00,"/artist/4qU7IJSReZnsLy5907Mtau","2026-05-05 09:36:22"
"Rio Romeo","Rio Romeo",1,1.00,"/artist/22y08IZx7u6SWpsfap1Cub","2026-05-05 09:36:34"
"Roberto Cacciapaglia","Roberto Cacciapaglia",1,1.00,"/artist/359LKbZWLk6u3IpyNE2CQG","2026-05-05 09:36:46"
"Robohands","Robohands",1,1.00,"/artist/5qRtt9DQNy64ig66kCWFjX","2026-05-05 09:36:56"
"Rogue Wave","Rogue Wave",1,1.00,"/artist/2JSc53B5cQ31m0xTB7JFpG","2026-05-05 09:37:06"
"Royal Concertgebouw Orchestra","Royal Concertgebouw Orchestra",1,1.00,"/artist/2HqNckz4bPVT37fWkhugTZ","2026-05-05 09:37:16"
"Royal Liverpool Philharmonic Orchestra","Royal Liverpool Philharmonic Orchestra",1,1.00,"/artist/6I6fmQU7HGrUsCm4B5Nlk3","2026-05-05 09:37:28"
"Royel Otis","Royel Otis",1,1.00,"/artist/5b5bt4mZQpJMoCRbiQ7diH","2026-05-05 09:37:38"
"Ruby Waters","Ruby Waters",1,1.00,"/artist/5ybU1P0ufoGH5CMclUKebd","2026-05-05 09:37:49"
"RVE","RVE",7,1.00,"/artist/4xXhVe5E4Vtd9qV47tQomY","2026-05-05 09:38:00"
"RÜFÜS DU SOL","RÜFÜS DU SOL",1,1.00,"/artist/5Pb27ujIyYb33zBqVysBkj","2026-05-05 09:38:12"
"Saavan","Saavan",1,1.00,"/artist/7HIN13S8A6wfupCwXRNv6U","2026-05-05 09:38:24"
"Saint DX","Saint DX",1,1.00,"/artist/4AHuSBzDte0ospEtW9rL18","2026-05-05 09:38:35"
"Saint Motel","Saint Motel",1,1.00,"/artist/1dWEYMPtNmvSVaDNLgB6NV","2026-05-05 09:38:46"
"Saint Saviour","Saint Saviour",1,1.00,"/artist/613dNRsij8cjgiIS6lqSIy","2026-05-05 09:38:56"
"Sam Amidon","Sam Amidon",1,1.00,"/artist/6TTJ0xLPPNDyv4bXyukzU4","2026-05-05 09:39:07"
"Sam Gellaitry","Sam Gellaitry",1,1.00,"/artist/07UJz804RJxqNvxFXC3h9H","2026-05-05 09:39:17"
"Samson","Samson",1,1.00,"/artist/77iNi69gKE9UE8S8XobyOO","2026-05-05 09:39:29"
"Samuel Barber","Samuel Barber",1,1.00,"/artist/4XDJurjQCnWLlE7KLZCT9x","2026-05-05 09:39:40"
"Satellite Lovers","Satellite Lovers",1,1.00,"/artist/6rPCGt1PlG8UsBvQFjqshc","2026-05-05 09:39:52"
"SAVANAH","SAVANAH",1,1.00,"/artist/6aUqiHjCzli8kjq6vb2VdD","2026-05-05 09:40:04"
"Saycet","Saycet",1,1.00,"/artist/0AKlaf8M1k8NjJp1uCOlTA","2026-05-05 09:40:15"
"Scanners","Scanners",1,1.00,"/artist/0PVEuLOb9xt4FX5icv2wm6","2026-05-05 09:40:26"
"Schérazade","Schérazade",1,1.00,"/artist/3ma9rtafrCvASmUy7WHsUh","2026-05-05 09:40:36"
"Sean Solomon","Sean Solomon",1,1.00,"/artist/2rIEFpPW3NjFRA6llfnOq3","2026-05-05 09:40:48"
"Seattle Symphony Orchestra","Seattle Symphony Orchestra",1,1.00,"/artist/5KeUHRKEYWc5cFO5V032sb","2026-05-05 09:41:01"
"Selah Sue","Selah Sue",1,1.00,"/artist/5Oc4knEQaid8K7AFqO5lHu","2026-05-05 09:41:14"
"She & Him","She & Him",1,1.00,"/artist/3CIRif6ZAedT7kZSPvj2A4","2026-05-05 09:41:24"
"Shida Shahabi","Shida Shahabi",1,1.00,"/artist/72kYzyvgJS9izgSp2ttqdm","2026-05-05 09:41:34"
"Shiro SAGISU","Shiro SAGISU",1,1.00,"/artist/5k3NfhEeZHpouIGDpjKOPo","2026-05-05 09:41:45"
"Sir Chloe","Sir Chloe",1,1.00,"/artist/6rniTPs9zN26kYnkPdFl1U","2026-05-05 09:41:56"
"Slow Meadow","Slow Meadow",1,1.00,"/artist/1X93CiijNCFQa4o17hLwI3","2026-05-05 09:42:06"
"Slowdive","Slowdive",1,1.00,"/artist/72X6FHxaShda0XeQw3vbeF","2026-05-05 09:42:16"
"Slumbernaut","Slumbernaut",1,1.00,"/artist/4Z4SX46wN0h6BL8geY82nt","2026-05-05 09:42:29"
"Sneaker Pimps","Sneaker Pimps",1,1.00,"/artist/1EJWNhiYbOyeUHbsS7Kp1P","2026-05-05 09:42:40"
"Soan","Soan",1,1.00,"/artist/4Bxixr2SfkADo7S4aZXgCw","2026-05-05 09:42:50"
"SOHN","SOHN",1,1.00,"/artist/6XZYAWJLL8UIbxAqjKj3cg","2026-05-05 09:43:01"
"Sohodolls","Sohodolls",1,1.00,"/artist/1KNXft7nnRQj82sENi7WGN","2026-05-05 09:43:11"
"sombr","sombr",1,1.00,"/artist/4G9NDjRyZFDlJKMRL8hx3S","2026-05-05 09:43:21"
"SOMOH","SOMOH",1,1.00,"/artist/6uwvfnsp74AHafIT1vxAG3","2026-05-05 09:43:33"
"Soom T","Soom T",1,1.00,"/artist/0Rb6PZXrcxvzixAwZwFmMu","2026-05-05 09:43:44"
"Sophie Alour","Sophie Alour",1,1.00,"/artist/0a0itmMDe3aXvoIGirdUHT","2026-05-05 09:43:54"
"Sophie Hutchings","Sophie Hutchings",1,1.00,"/artist/54MsweggxTxlfYUbhZNIQ0","2026-05-05 09:44:05"
"Sophie Lindinger","Sophie Lindinger",1,1.00,"/artist/3b3qQWQgIMIyHcYSMY4P3g","2026-05-05 09:44:15"
"Sorcha Richardson","Sorcha Richardson",1,1.00,"/artist/04Zh21lNHZb2MCCcRcN2pc","2026-05-05 09:44:27"
"Stars","Stars",5,1.00,"/artist/2EO56JK4txid1Pss9GVbOL","2026-05-05 09:44:39"
"Stef Kamil Carlens","Stef Kamil Carlens",1,1.00,"/artist/24kTvo8lHSDftXC7DnxBqu","2026-05-05 09:44:49"
"Stefano Guzzetti","Stefano Guzzetti",1,1.00,"/artist/1uuPxAWIGGI6a6DhMj8qjr","2026-05-05 09:45:01"
"Steiner & Madlaina","Steiner & Madlaina",1,1.00,"/artist/5iy4msOEj4qHNlrxUansvg","2026-05-05 09:45:13"
"Steve Gunn","Steve Gunn",1,1.00,"/artist/7uLXW75DlTRahz2WKJZGeO","2026-05-05 09:45:23"
"Steve Jablonsky","Steve Jablonsky",1,1.00,"/artist/5Il8YjuVAWkWNH2xgjFMpF","2026-05-05 09:45:37"
"Steve Lacy","Steve Lacy",1,1.00,"/artist/57vWImR43h4CaDao012Ofp","2026-05-05 09:45:49"
"Steve Shehan","Steve Shehan",1,1.00,"/artist/05PlAw7yiRsiMr17yJpTCi","2026-05-05 09:46:02"
"Styleto","Styleto",1,1.00,"/artist/4vbZKiwmvbbW6onily9SJ5","2026-05-05 09:46:16"
"Stéphane","Stéphane",1,1.00,"/artist/1ONaDILNtXKICFlrBdmgif","2026-05-05 09:46:27"
"Stéphane Pompougnac","Stéphane Pompougnac",1,1.00,"/artist/5Bn3WjTUxq9ZN3YrXE3QMt","2026-05-05 09:46:38"
"Susannah Joffe","Susannah Joffe",1,1.00,"/artist/3JGxLjd5coSPknSlbYyNLw","2026-05-05 09:46:51"
"Susanoô","Susanoô",1,1.00,"/artist/3IPF34odrFxmKBZUciuUyE","2026-05-05 09:47:02"
"SX","sx8",4,0.80,"/artist/7B04K3HOSz1HR3hgTnQ0Dg","2026-05-05 09:47:14"
"Syd Taylor","Syd Taylor",1,1.00,"/artist/3dZ1fTizrmY5jfkf0jrvav","2026-05-05 09:47:24"
"Sylvain Chauveau","Sylvain Chauveau",1,1.00,"/artist/0IfkFoyLbsgahVvNfPnV2y","2026-05-05 09:47:35"
"Sylvain Duthu","Sylvain Duthu",1,1.00,"/artist/7mlvN5fTEjTUBLuUbUPpW6","2026-05-05 09:47:48"
"Tango in Vilnius","Tango in Vilnius",1,1.00,"/artist/6WIPJoOiqLnvaMzP6EBVpc","2026-05-05 09:48:01"
"Tasmin Little","Tasmin Little",1,1.00,"/artist/0yB2SgzCCYb9uhjd4BG4pP","2026-05-05 09:48:14"
"Tessa B.","Tessa B.",1,1.00,"/artist/2zHuN04qyNnz890Y2R0Nkr","2026-05-05 09:48:25"
"The Animals","The Animals",1,1.00,"/artist/3ICflSq6ZgYAIrm2CTkfVP","2026-05-05 09:48:39"
"The Barr Brothers","The Barr Brothers",1,1.00,"/artist/4OyRutd80DZC22C4pl63l7","2026-05-05 09:48:51"
"The Be Good Tanyas","The Be Good Tanyas",1,1.00,"/artist/37PywjKNsxHji5F9eFODF2","2026-05-05 09:49:04"
"The Beta Band","The Beta Band",1,1.00,"/artist/2LMR8u7DOMF0FBseDpTsRa","2026-05-05 09:49:17"
"The Bewitched Hands","The Bewitched Hands",1,1.00,"/artist/2O53O6Z5QJV0qlel1wRto4","2026-05-05 09:49:29"
"The Cabriolets","The Cabriolets",1,1.00,"/artist/0uc6jtXYDI9iPAxv817ggK","2026-05-05 09:49:42"
"The Cancel","The Cancel",1,1.00,"/artist/2C62QiJ3Rme5no5evMD1hH","2026-05-05 09:49:55"
"The Cardigans","The Cardigans",1,1.00,"/artist/1tqZaCwM57UFKjWoYwMLrw","2026-05-05 09:50:08"
"The Crane Wives","The Crane Wives",1,1.00,"/artist/5U6leWxYKsuTkd4kXcF1a6","2026-05-05 09:50:18"
"The Funky Lowlives","The Funky Lowlives",1,1.00,"/artist/7KgHB4V6erxqhpn1IJtVnH","2026-05-05 09:50:31"
"the Garifuna Collective","the Garifuna Collective",1,1.00,"/artist/24OmLPZEq6dYiGJbPCAFVm","2026-05-05 09:50:46"
"The Karminsky Experience Inc.","The Karminsky Experience Inc.",1,1.00,"/artist/5wQ8NSf1LdoOp1AVgSq0Jz","2026-05-05 09:51:00"
"The Kills","The Kills",1,1.00,"/artist/5BYuBzqmTXwUDw2rYkwExr","2026-05-05 09:51:12"
"The Kooks","The Kooks",1,1.00,"/artist/1GLtl8uqKmnyCWxHmw9tL4","2026-05-05 09:51:24"
"The Limp Twins","The Limp Twins",1,1.00,"/artist/1obN0tdFHKgmB2QyiM9Gqa","2026-05-05 09:51:37"
"The Maccabees","The Maccabees",1,1.00,"/artist/0vW8z9pZMGCcRtGPGtyqiB","2026-05-05 09:51:51"
"The Mighty Bop","The Mighty Bop",1,1.00,"/artist/3QJR3Dzq3qUDl40cV3XsTl","2026-05-05 09:52:06"
"The Rolling Stones","The Rolling Stones",1,1.00,"/artist/22bE4uQ6baNwSHPVcDxLCe","2026-05-05 09:52:17"
"The Something Specials","The Something Specials",1,1.00,"/artist/08AQp4Hb2peUdIgr3ZWfni","2026-05-05 09:52:31"
"The Soul Surfers","The Soul Surfers",1,1.00,"/artist/1UST9Gt4W7PFIPrBuxTMP8","2026-05-05 09:52:43"
"The Spyrals","The Spyrals",1,1.00,"/artist/1jCVSnyE6YOGqiKJXVRj6q","2026-05-05 09:52:57"
"The Taxpayers","The Taxpayers",1,1.00,"/artist/1QNEVFk8MjculKl5977kfy","2026-05-05 09:53:09"
"The Weather Station","The Weather Station",1,1.00,"/artist/39ZEMGRv3pIYTYKEhr4Abu","2026-05-05 09:53:23"
"The xx","The xx",1,1.00,"/artist/3iOvXCl6edW5Um0fXEBRXy","2026-05-05 09:53:36"
"TheFrenchKris","TheFrenchKris",1,1.00,"/artist/3mMx6lCCOvQZheRBZ3CTQs","2026-05-05 09:53:58"
"Theodore Shapiro","Theodore Shapiro",1,1.00,"/artist/6N1Kaz3CvRa9VLll5ahk9T","2026-05-05 09:54:11"
"Thibaut","Thibaut",1,1.00,"/artist/2vcxHSysVXO82YLuahM9pF","2026-05-05 09:54:23"
"Théodore","Theodore",15,0.88,"/artist/6h2gJ4ySc3k099VZDpCIIg","2026-05-05 09:54:35"
"tictoven","tictoven",1,1.00,"/artist/3sSDOkQRJARcRCGS0Pa5o1","2026-05-05 09:54:46"
"Tiki Taka","Tiki Taka",2,1.00,"/artist/3luhzXDfGBkK1Ocg0WaNuC","2026-05-05 09:54:58"
"Tilda Swinton","Tilda Swinton",1,1.00,"/artist/6MIvzbV3vHoilc0qKVKMrX","2026-05-05 09:55:10"
"Tingvall Trio","Tingvall Trio",1,1.00,"/artist/65mwyp96M7Yx78x8XVz39M","2026-05-05 09:55:23"
"Tiphanie Doucet","Tiphanie Doucet",1,1.00,"/artist/6rCk8m61LjZV3Pju7vl9Ou","2026-05-05 09:55:37"
"Tomberlin","Tomberlin",1,1.00,"/artist/0jzaoSt5gOC04OWBqN78VS","2026-05-05 09:55:49"
"TOTO","TOTO",1,1.00,"/artist/0PFtn5NtBbbUNbU9EAmIWF","2026-05-05 09:56:00"
"Transportna","Transportna",1,1.00,"/artist/7KC5gXYlsrymeAIltJ9Okq","2026-05-05 09:56:23"
"Tutankhamun","Tutankhamun",1,1.00,"/artist/6iqqrYdwxJzmxSz9ZJ72CH","2026-05-05 09:56:34"
"TV On The Radio","TV On The Radio",1,1.00,"/artist/3HJIB8sYPyxrFGuwvKXSLR","2026-05-05 09:56:47"
"Téléphone","Téléphone",1,1.00,"/artist/3fQq9bb2ZKNv24V1A4vwBK","2026-05-05 09:56:59"
"Un air deux familles","Un air deux familles",1,1.00,"/artist/7t93Cn6i5DqJkZzdpJPQNc","2026-05-05 09:57:11"
"Ursula 1000","Ursula 1000",1,1.00,"/artist/02AgDpYGR3r3u3mvlApNqT","2026-05-05 09:57:23"
"UssaR","UssaR",1,1.00,"/artist/4gXudTKsfn8dfrGm9ENfjX","2026-05-05 09:57:37"
"Velour","Velour",2,1.00,"/artist/2gnFFtzPgBpwBepDNSPZO7","2026-05-05 09:57:49"
"Veridis Project","Veridis Project",1,1.00,"/artist/1JcJ1nR9qZhx2GCX0MM8Up","2026-05-05 09:58:01"
"Vermeil","Vermeil",1,1.00,"/artist/5lWOvRNwdFnwUh8G6rVvMT","2026-05-05 09:58:13"
"Vetle Lyckander","Vetle Lyckander",1,1.00,"/artist/2EuEUNYA580CPopM8aeFm9","2026-05-05 09:58:27"
"Vic Chesnutt","Vic Chesnutt",1,1.00,"/artist/7EFfGZiKL1Ud3cspnlMq4H","2026-05-05 09:58:39"
"vimala","vimala",10,1.00,"/artist/5gqO6ZMQru60XC16ztUrRx","2026-05-05 09:58:53"
"Vincent Segal","Vincent Segal",1,1.00,"/artist/1DM0tMCA5GRAgG3qLCy67F","2026-05-05 09:59:05"
"Vitaa","Vitaa",1,1.00,"/artist/0Ntl0oWMPWfBOoi9Qcr9ht","2026-05-05 09:59:16"
"Vital Varkovic","Vital Varkovic",1,1.00,"/artist/4oO6q1HB9T13i14TfU5SV2","2026-05-05 09:59:28"
"Viviane Audet","Viviane Audet",1,1.00,"/artist/71GvXWXg9NgdanmMg9XWHo","2026-05-05 09:59:42"
"Vlad Holiday","Vlad Holiday",1,1.00,"/artist/4kzBapiIVMxwhJLsTm28Gc","2026-05-05 09:59:54"
"Vladimir Ashkenazy","Vladimir Ashkenazy",1,1.00,"/artist/20iZXzMb8LoWXOeca32i82","2026-05-05 10:00:07"
"Vladimir Horowitz","Vladimir Horowitz",1,1.00,"/artist/4Ws5hSoABAwvGJ4LhHwHgq","2026-05-05 10:00:20"
"Víkingur Ólafsson","Víkingur Ólafsson",1,1.00,"/artist/0iqgjl0OG3z53PZVIB7ZyD","2026-05-05 10:00:32"
"Waves","WAVES",1,1.00,"/artist/6p32HfiKpYD3wdKHV7utxQ","2026-05-05 10:00:45"
"Westerman","Westerman",1,1.00,"/artist/09s6bLEw45wioK9ytf3nsA","2026-05-05 10:00:58"
"WILLIS","WILLIS",1,1.00,"/artist/3OykSjAE6F2Mb51WplFoRk","2026-05-05 10:01:12"
"Winston McAnuff & Fixi","Winston McAnuff & Fixi",1,1.00,"/artist/2FEcwehVVyjqMws28LwIhA","2026-05-05 10:01:23"
"Winter Aid","Winter Aid",1,1.00,"/artist/15S89CUJtshT2P7WIa2M5l","2026-05-05 10:01:39"
"Wooden Shjips","Wooden Shjips",1,1.00,"/artist/35rFgnhlSSYflP4HpC3JM0","2026-05-05 10:01:52"
"Worries And Other Plants","Worries And Other Plants",1,1.00,"/artist/4OSvbuo6zLLwKdf0Rp9nRc","2026-05-05 10:02:06"
"Yazmin Lacey","Yazmin Lacey",1,1.00,"/artist/2datC2OML2YxykP6vnDRmg","2026-05-05 10:02:18"
"Yeah Yeah Yeahs","Yeah Yeah Yeahs",1,1.00,"/artist/3TNt4aUIxgfy9aoaft5Jj2","2026-05-05 10:02:31"
"Yin Yin","Yin Yin",1,1.00,"/artist/2sLMYvxNmHIYNx6re1WUM2","2026-05-05 10:02:42"
"Yonathan Avishai","Yonathan Avishai",1,1.00,"/artist/71Ek3rVXvYuvaRamNMs5k7","2026-05-05 10:02:56"
"Yonderboi","Yonderboi",1,1.00,"/artist/4hi7BCJEn3xCR3VRZU1Ek7","2026-05-05 10:03:08"
"YOU!","YOU!",1,1.00,"/artist/0H3fz547J8P4MzvTSe3hmD","2026-05-05 10:03:21"
"Yuja Wang","Yuja Wang",1,1.00,"/artist/7HUNjWo242UAVHZvj9zk4w","2026-05-05 10:03:34"
"Yumi And The Weather","Yumi And The Weather",1,1.00,"/artist/23HlNyyzzIg06ROx6tBsIS","2026-05-05 10:03:46"
"Yumi Zouma","Yumi Zouma",1,1.00,"/artist/4tPyCwWrsvZ8OKYl7QRavL","2026-05-05 10:03:59"
"Zaoui","Zaoui",1,1.00,"/artist/5nrmuhl0AXvSLeoZgB3Tmr","2026-05-05 10:04:21"
"Zimmer","Zimmer",3,1.00,"/artist/2pts5B2shsEtIVC4onTFKb","2026-05-05 10:04:34"
"Zimpala","Zimpala",1,1.00,"/artist/5GnzMoOSa3jHJmTSA8ujze","2026-05-05 10:04:48"
"Zoë Më","Zoë Më",1,1.00,"/artist/1ceXjlrYcTS2i4ShwhjjcN","2026-05-05 10:05:01"
"Zubin Mehta","Zubin Mehta",1,1.00,"/artist/3FEd0qHPFOgcpfw7bCXB4x","2026-05-05 10:05:14"
"Ève","Ève",1,1.00,"/artist/09X1kbjR9O2Cb3gdPvpgKG","2026-05-05 10:05:26"
"Étienne Coppée","Étienne Coppée",1,1.00,"/artist/5q1Yjaan0oCtdJsZ9pTtjp","2026-05-05 10:05:38"
"岡部啓一","岡部啓一",1,1.00,"/artist/0y0nI8lwDB2HRUPwDQuuiu","2026-05-05 10:05:51"
"･ ･－･ ･－ ･･･ ･ －･･","･ ･－･ ･－ ･･･ ･ －･･",1,1.00,"/artist/0EUOiLsLpv9g7H9YCzUnBS","2026-05-05 10:06:05"
