#,Song,Artist,Popularity,BPM,Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
19,"C-5 Galaxy","Nicholas Britell",30,96,"","Don't Look Up (Soundtrack from the Netflix Film)",2021-12-10,01:04,69,54,22,94,24,0,0,-9,G#/A♭ Major,4,2025-03-17,0WBmy4MyW3eUdR01PHGE1O,"undefined",4B,QZ8BZ2100976
20,"La grande cascade","René Aubry",46,120,"","Plaisirs d'amour",1998-10-09,04:28,63,40,84,90,62,0,10,-13,A#/B♭ Minor,4,2025-03-17,3KR8duF1o4j2Mob4CD6agO,"undefined",3A,FRY029800015
21,"Suffisamment","Zaho de Sagazan",47,103,"pop française, chanson, variété française, house française","La symphonie des éclairs",2023-03-31,03:46,31,23,74,1,21,0,30,-13,B Minor,4,2025-03-17,1fMAP64vxLFwHczDHJuygN,"undefined",10A,FR9W12221687
22,"The Days of Pearly Spencer","David McWilliams",40,105,"pop baroque","Playlist: The Best Of David McWilliams",2016-05-06,02:36,42,75,8,0,54,0,10,-8,A Minor,4,2025-03-17,0Ed5vZvoQEWEAWtthNHrzv,"undefined",8A,GBAYE6700108
23,"Don't Look Up - Main Title Suite - Bonus Track","Nicholas Britell",30,118,"","Don't Look Up (Soundtrack from the Netflix Film)",2021-12-10,04:08,59,56,1,44,37,0,0,-6,G Major,4,2025-03-17,0u8Nd4NK5ymYz7V3LxT3SP,"undefined",9B,QZ8BZ2101000
24,"Arrival of the Birds","The Cinematic Orchestra,London Metropolitan Orchestra",52,130,"nu jazz, downtempo, ","The Crimson Wing: Mystery Of The Flamingos",2008-01-01,02:38,39,12,94,92,6,0,0,-18,D#/E♭ Minor,3,2025-03-17,1xRCmlU2GyzGem2vw4glxK,"undefined",2A,USWD10835201
25,"Mountains of love","Mondial Toboggan",34,152,"","Olympique",2019-09-26,03:52,58,56,91,95,18,0,20,-11,C Minor,4,2025-03-17,7M0imgsD3UuyYc6MDAXPih,"undefined",5A,FR9W11917765
26,"Flowers","Deluxe",47,143,"électro swing","Moustache Gracias",2022-03-17,03:41,63,54,10,0,65,0,30,-6,D Minor,4,2025-03-17,2b46iyXlrhflEYQByzfmYp,"undefined",7A,FR7GO2000026
27,"Jazzy Wanderer","Global Genius",16,90,"","This World Over, Vol. 1",2022-04-01,03:47,75,42,51,84,85,0,10,-10,G Major,3,2025-03-17,4Z7Y8wXZW5m1MskicNK6i8,"undefined",9B,QZAAJ1700344
28,"Le Mannequin","Annie Philippe",12,120,"pop française","Tendres Années 60",2006-01-01,02:11,65,69,69,0,85,0,0,-3,G#/A♭ Major,4,2025-03-17,5OHQ8poXntIk6PM4BaiYgF,"undefined",4B,FRZ036706870
29,"Memories","Fenster",23,106,"","Emocean",2015-09-04,05:33,76,54,58,85,50,0,0,-8,C Major,4,2025-03-17,2d9VJKJAE2lmTqyWQVFpeN,"undefined",8B,DEX261513906
30,"Comme la fin du monde","Lonny",18,85,"","Ex-Voto",2022-01-21,03:36,63,62,64,8,47,0,10,-10,D Minor,4,2025-03-17,0gmSeDll6N8BM7J8bvviTB,"undefined",7A,FR9W12032387
31,"Thoughts","Adrián Berenguer",35,158,"","The Art of Loneliness",2019-09-02,04:34,56,51,87,91,77,0,10,-13,A Minor,4,2025-03-17,29S4HJYYaQrmUDVihZ3mRn,"undefined",8A,AEA0Q1956044
32,"Red Morning","Devics",36,116,"dark cabaret, slowcore","The Stars at Saint Andrea",2003-05-18,04:42,73,33,32,3,10,0,10,-9,G#/A♭ Major,4,2025-03-17,1FF1Och3lWyJ4LNDCp3whe,"undefined",4B,USA560447252
33,"Pas besoin d'éducation sexuelle - Version originale 1975","Julie Bataille",4,130,"pop française","Pas besoin d'éducation sexuelle (Version originale 1975)",1975-00-00,03:39,66,95,43,0,93,0,20,-4,A Major,4,2025-03-17,46u1FS42TFusr0x53bLI3G,"undefined",11B,FRP2A7600010
34,"Spanish Flea","Herb Alpert & The Tijuana Brass",48,82,"standards pour adultes, exotica","!!Going Places!!",1965-10-01,02:06,83,53,40,96,87,0,0,-12,G#/A♭ Major,4,2025-03-17,689DTIE4YIRfuIUG58Z2H2,"undefined",4B,QM4221500165
35,"Noboody Has to Know","Spain",31,102,"slowcore","She Haunts My Dreams",1999-00-00,04:41,60,40,58,23,64,0,10,-14,C Major,4,2025-03-17,2rWUfl4UvHx1meOAJpEeiB,"undefined",8B,USRY20411141
36,"Le parapluie","Maud Lübeck",26,100,"pop française, chanson","Le Pop Encore!",2015-10-09,02:12,81,35,23,0,75,0,10,-7,D#/E♭ Major,4,2025-03-17,1HVmDI3PcdvchIijVfSUmB,"undefined",5B,FR2MA1103410
37,"The Bell Tolls Five","Peter von Poehl",14,115,"","Going To Where The Tea Trees Are",2006-05-02,05:38,73,32,71,4,18,10,10,-14,F#/G♭ Major,4,2025-03-17,4MxgpmF882mJbpGOe7ADLb,"undefined",2B,SEWWY0600112
38,"Don't Look Up - End Credits Suite","Nicholas Britell",28,118,"","Don't Look Up (Soundtrack from the Netflix Film)",2021-12-10,02:29,59,58,0,20,28,0,0,-8,C Major,4,2025-03-17,2E4Tw7qfTdhuUOUazSymqK,"undefined",8B,QZ8BZ2100998
39,"Tijuana Taxi","Herb Alpert & The Tijuana Brass",42,101,"standards pour adultes, exotica","!!Going Places!!",1965-10-01,02:05,78,57,62,52,89,0,0,-10,F Major,4,2025-03-17,2vLgPIAJj1Z7fd69QoFxqK,"undefined",7B,QM4221500162
40,"Melody","Kids Return",18,73,"","Melody",2021-04-21,03:12,57,38,20,0,43,0,10,-11,B Major,4,2025-03-17,10eKPHWZoJuUuH9ipygTvC,"undefined",1B,FR9W12105924
41,"Niets is Voor Altijd - Madou Original Version Remastered","Madou",27,130,"","Madou/Madouce",2006-06-20,04:10,61,34,45,0,39,0,0,-10,A#/B♭ Minor,4,2025-03-17,6yRs1GSMmTMLR2oCEDl6gm,"undefined",3A,BEW810500006
42,"Sea Horse","Devendra Banhart",29,174,"","Smokey Rolls Down Thunder Canyon",2007-09-24,08:03,27,34,47,55,23,0,0,-14,E Minor,4,2025-03-17,3wEzxhL2tompbgWYZd6JIj,"undefined",9A,GBBKS0700317
43,"Somersault","I Got You On Tape",36,119,"","2",2007-10-22,04:20,58,57,72,14,57,0,10,-12,F#/G♭ Minor,4,2025-03-17,3MCqbCMxKULdq5JlTK5l0p,"undefined",11A,DKI9A0704010
44,"Get Misunderstood","Troublemakers",32,83,"trip-hop, nu jazz","Doubts And Convictions (Remastered)",2018-10-12,04:09,26,55,73,42,54,0,20,-8,A#/B♭ Minor,4,2025-03-17,44rt7QAVYF8lNgPUEAJUGb,"undefined",3A,FR42O1800101
45,"Tout savoir","Adé",46,96,"pop française, variété française, house française, chanson","Tout savoir",2022-04-19,03:16,68,75,5,0,71,0,10,-6,B Minor,4,2025-03-17,5hquKiRUsOh0079PvO7EJN,"undefined",10A,FR79W2200170
46,"Mist","Jung Hoon Hee",30,200,"","정훈희 Best",1995-01-01,03:17,33,21,62,0,62,0,0,-12,A Minor,4,2025-03-17,36j9kcESXeGztRjY74oDLl,"undefined",8A,KRA341407177
47,"Mes amis, mes copains","Annie Philippe",13,96,"pop française","Tendres Années 60",2006-01-01,02:51,40,43,82,0,49,0,10,-5,A Minor,4,2025-03-17,5tktJXdbSsbbEE6tUlm9pr,"undefined",8A,FRZ036606770
48,"Moustache Gracias","Deluxe,La Rue Ketanou",43,96,"électro swing, ","Moustache Gracias",2022-03-17,03:35,68,57,47,0,63,30,0,-7,E Minor,4,2025-03-17,3e77K92gSxb8vi7wbpxHmt,"undefined",9A,FR7GO2000027
49,"Gimme Twice","The Royal Concept",39,156,"","Royal",2013-01-01,03:24,41,95,0,0,52,10,30,-3,B Major,4,2025-03-17,3DUBhiM44zetJNERX0n8Nk,"undefined",1B,USUM71312280
50,"Pieces","Danilo Stankovic",43,82,"","Pieces",2020-09-17,01:25,39,19,100,91,35,0,10,-19,D Major,4,2025-03-17,0MCdZnS4srzHUHWcV7pHNK,"undefined",10B,QZAKB2006575
51,"･－･･ ･ － ･･ － －－･ －－－","･－･ ･－ ･･･ ･ －･･",50,145,"","･－･･ ･ － ･･ － －－･ －－－",2020-07-22,07:18,39,25,81,38,12,0,10,-13,E Minor,3,2025-03-17,26trS5IUeIbXrKAuFMdzWT,"undefined",9A,GBWZD2020005
52,"Just Kiss Her","Concorde,Clément Froissart",52,121,"","Summer House",2012-05-21,05:02,39,64,0,39,15,0,10,-5,E Major,4,2025-03-17,2YTxJzuw6szzgsstEo80Dh,"undefined",12B,FR3HG1100014
53,"Les jolies choses","Polo & Pan",51,143,"house française","Cyclorama",2021-06-25,03:42,67,73,61,5,14,30,60,-10,C Major,4,2025-03-17,2t0wmn0Czqtr8LjzlL61Ux,"undefined",8B,FRPDG2100240
54,"The Music Never Dies","Poni Hoax",23,87,"électroclash","Tropical Suite",2017-02-03,04:37,59,59,18,0,20,0,10,-9,B Minor,4,2025-03-17,7diJWyO4zAh5RLx4sCpXn1,"undefined",10A,FR2FD1600041
55,"Hollow Home","Woods",35,145,"space rock","City Sun Eater in the River of Light",2016-04-08,04:05,56,76,18,63,88,0,10,-7,F#/G♭ Minor,4,2025-03-17,1czgPPmVxvqMvIryeDtnj7,"undefined",11A,US2FD1610017
56,"Babar","Part Company",29,116,"","Seasons",2017-03-03,03:34,69,44,10,3,19,0,0,-9,C Minor,4,2025-03-17,5evvc1Qpm2goviUbu5t5m4,"undefined",5A,FR4DI1100130
57,"You Only Live Twice","Beulahbelle",28,75,"","Tully (Music from the Motion Picture)",2018-05-04,03:26,45,31,55,4,19,0,30,-13,A#/B♭ Major,4,2025-03-17,20SI8kG3bir71Uz8WDooJF,"undefined",6B,USQ4E1803688
58,"The Art Of Loneliness","Adrián Berenguer",34,122,"","The Art of Loneliness",2019-09-02,03:38,32,40,83,90,16,0,10,-12,A Minor,3,2025-03-17,3HjjSbBMkEF2fYKo0wng6Q,"undefined",8A,AEA0Q1956046
59,"A Taste Of Honey","Herb Alpert & The Tijuana Brass",48,81,"standards pour adultes, exotica","Whipped Cream & Other Delights",1965-04-01,02:43,55,42,77,88,50,0,10,-11,F Minor,4,2025-03-17,2XmLd81D7jT8Ell9lmvApe,"undefined",4A,QM4221500056
60,"Stop In the Name of Love","Bang Gang",20,106,"trip-hop","Something Wrong",2003-06-01,03:34,63,62,54,0,62,0,10,-6,A Major,4,2025-03-17,4edsfs5X4f4AeAwDqjL3VI,"undefined",11B,ISQ110300209
61,"Crux","Mammoth",4,105,"néo-classique","Crux",2019-09-15,02:13,41,41,63,94,29,0,10,-21,A Minor,3,2025-03-17,4LgdajwVBdKYa6EtfvykXl,"undefined",8A,UK7GJ1900662
62,"Crocodile Go to Sleep","Camel Power Club",34,105,"","Sputnik II",2019-01-11,13:15,72,37,51,87,4,0,0,-13,E Minor,4,2025-03-17,75Qmls4AcfCCHn1J2gWB6R,"undefined",9A,FR9W11509940
63,"Bright Blue Berlin Sky","The Shutes",34,121,"","Echo of Love",2012-04-02,05:44,53,63,44,3,38,0,10,-9,F#/G♭ Minor,4,2025-03-17,7gcTvlpNqLwYORLw59aOzQ,"undefined",11A,GBZ7G1100010
64,"Quand plus rien ne va - La turlute","Mes Souliers Sont Rouges",38,103,"chanson, musique traditionnelle","Proches",2000-04-27,03:36,72,67,73,0,82,0,70,-9,C Major,4,2025-03-17,6hrbyZLZePWb6nCsgVpjLp,"undefined",8B,FR7Q42002303
65,"TOUCHER TOI","Enchantée Julia,Terrenoire",25,139,"pop française, house française, variété française, chanson","LONGO MAÏ",2022-06-03,03:28,35,21,83,4,4,0,10,-14,G Major,4,2025-03-17,38vXIsibupmvmeMxvpjxjw,"undefined",9B,FR9W12206550
66,"No Surprises","Yaron Herman,Yaron Herman Trio",30,81,"jazz, jazz français","Follow the White Rabbit",2010-10-22,02:55,57,10,76,47,22,0,0,-23,F Major,4,2025-03-17,31GXk7ii10H2Mx1cvHO5TI,"undefined",7B,DEA891001213
67,"Traverser","Emma Peters",26,118,"pop française, house française","Traverser",2021-07-02,02:59,94,67,64,0,89,0,10,-8,C Major,4,2025-03-17,1YlCLHNGdVUwjQmUxsWHgs,"undefined",8B,FR79W2100270
68,"Never Push a Sailor","Mazoni,Núria Graham",20,125,"","7 Songs for an Endless Night",2016-03-11,04:23,57,84,0,0,76,0,60,-5,G Minor,4,2025-03-17,4tSAtB9LwoRBgHzzOkBtmn,"undefined",6A,ES40B1600003
69,"Hotel Etoiles","Swing Slow",18,82,"shibuya-kei","swing slow",1996-10-25,04:13,84,14,90,5,7,0,0,-19,C Minor,4,2025-03-17,2We5yYlMKP93CHC5fISPIk,"undefined",5A,JPVI01887310
70,"Zorbas (Sirtaki)","Paraskevas Grekis",22,96,"","Greece - Grèce : The Best Greek Composers",2009-01-31,03:38,57,39,29,30,30,0,0,-13,G Major,4,2025-03-17,65K2zLdfcSHTMTReMCmJ6c,"undefined",9B,FR6Q60800054
71,"Lavinia","The Veils",17,96,"","Lavinia",2003-11-24,04:00,54,52,10,0,30,0,30,-9,F#/G♭ Minor,3,2025-03-17,17NESeoYmz6Il9N3gl6uJe,"undefined",11A,GBCVZ0300735
72,"The Lonely Bull (El Solo Toro)","Herb Alpert & The Tijuana Brass",39,114,"standards pour adultes, exotica","The Lonely Bull",1962-12-01,02:16,42,47,2,83,82,0,70,-11,C♯/D♭ Major,4,2025-03-17,5q3oGGjP28qdrC6lIf0hbR,"undefined",3B,QM4221500090
73,"Ça Va Ça Vient","Merlot",30,135,"","Chansons D'amour... Et De Haine",2008-07-16,02:19,91,51,6,0,81,10,0,-7,G#/A♭ Major,4,2025-03-17,0Ep1OkfExg2liYLkfv2OR0,"undefined",4B,FR1R20800019
74,"L'adolescente","Jeanne Moreau,Yves Duteil",39,77,"jazz français, chanson, variété française, pop française","Entre elles et moi",1994-01-01,03:01,43,31,89,0,39,0,10,-12,G Minor,3,2025-03-17,29tCWzrYqv5En9DKOr1WKe,"undefined",6A,FR09F9400200
75,"Amoureux de ma femme","Richard Anthony",40,134,"chanson, variété française, pop française","Chanson d'amour",2020-02-14,02:43,61,76,47,0,88,0,20,-6,G Minor,4,2025-03-17,2u2tpIotwAUESuld7DPHI5,"undefined",6A,FR25F7400010
76,"Don't Call","Desire",45,112,"synthwave","Desire",2009-03-17,04:34,93,44,0,54,77,0,0,-8,A#/B♭ Minor,4,2025-03-17,3S2wXBlDiJKScSGhputkt1,"undefined",3A,USL840910006
77,"Walk Walk","Sylvie Kreusch",48,135,"","Montbray",2021-11-05,04:51,54,66,74,0,46,0,10,-8,F#/G♭ Minor,4,2025-03-17,1DBkUFoOcyd9wWGHB9ENv2,"undefined",11A,BE9GL2000016
78,"Salty Seas","Devics",34,85,"dark cabaret, slowcore","Push the Heart",2006-03-07,04:13,46,16,88,0,4,0,10,-13,C Minor,3,2025-03-17,3pJwLuwMTAm3muARPQVlXm,"undefined",5A,US8570500013
79,"San Franciscan Nights","Gábor Szabó,The California Dreamers",40,94,"","Wind, Sky And Diamonds",1967-09-14,03:23,56,23,85,3,41,0,10,-19,C Major,4,2025-03-17,00rDcOb5oBm6tUvhDnDhdJ,"undefined",8B,USUM71028825
80,"Saving A Life","Richard Houghten",57,114,"","Sonata De Grillo",2014-12-04,02:39,78,46,45,86,84,0,10,-13,A#/B♭ Minor,4,2025-03-17,4WKqH26BKJ9ymzRAeAbyGd,"undefined",3A,TCACC1433451
81,"Moi je dis stop","Julie Bataille",1,177,"pop française","Best of Julie Bataille (Le meilleur des années 80)",2013-00-00,02:33,75,79,64,0,97,0,0,-9,F Major,4,2025-03-17,5C02X2tNVVrDrqzJaF3al9,"undefined",7B,FRP2A8100100
82,"Miniskirt","Muzak Brass Orchestra",21,82,"","The  New Muzak  Stereo - Reveille",2017-04-01,02:41,66,70,71,94,79,0,0,-6,C Major,4,2025-03-17,3mW6gczJWopTkDnUZOa2U5,"undefined",8B,USPH21700306
83,"La divinité","La Perfecta,Paulo Albin",34,117,"zouk","Zouk ! Super Good Konpil, vol. 1",2012-09-21,07:01,69,93,15,4,82,0,10,-4,F#/G♭ Major,4,2025-03-17,3LGfSLMPC0xNEDrZYiEw5e,"undefined",2B,FR6V81380824
84,"Hero","Camp Claude,Diane Sagnier,Rocket Mike,Leo Hellden",25,118,"","Double Dreaming",2019-03-08,02:52,71,88,2,18,95,0,20,-6,C Major,4,2025-03-17,6QQiZoqvzF5m86kpM7E0Au,"undefined",8B,FR96X1894397
85,"Pundela","Titi Robin",36,84,"gnaoui, qawwali, sufi","Gitans",1993-10-01,04:12,59,68,79,4,74,0,20,-8,G Major,4,2025-03-17,2y88MTfagg2R9zZ4kEAkQP,"undefined",9B,FR47Q0505840
86,"Can I Call You Tonight?","Dayglow",75,130,"indie rock","Fuzzybrain",2019-11-14,04:38,64,84,13,91,50,0,40,-7,A Major,4,2025-03-17,61OJxhoY3Ix50rYVKo8zRK,"undefined",11B,TCADL1825079
87,"In Your Room","Devics",24,108,"dark cabaret, slowcore","The Stars at Saint Andrea",2003-05-18,04:59,58,44,62,0,8,0,0,-9,E Minor,4,2025-03-17,0YgIwRsfLek2Z2iHqeykn5,"undefined",9A,USA560447254
88,"I Hear You Calling","Kevin Morby",26,120,"","I Hear You Calling",2021-12-13,03:50,64,48,69,1,51,0,20,-12,G Major,4,2025-03-17,6pYwEd1HNmGaHZvlzw3O6Y,"undefined",9B,USJ5G2127101
89,"Ladyfingers","Herb Alpert & The Tijuana Brass",65,86,"standards pour adultes, exotica","Whipped Cream & Other Delights",1965-04-01,02:44,35,30,98,93,56,0,10,-14,D#/E♭ Major,4,2025-03-17,7ubd6wvhN4TKMwQUy6hR69,"undefined",5B,QM4221500064
90,"Gogol","Chilly Gonzales",45,77,"néo-classique","Solo Piano",2004-01-01,02:02,40,2,99,93,18,0,10,-24,G Minor,4,2025-03-17,1y0lh8poxYlWIUlxWLJb0k,"undefined",6A,DEY380480010
91,"Key","Devics",29,126,"dark cabaret, slowcore","If You Forget Me...",1998-05-05,03:32,40,75,2,0,18,0,0,-4,C♯/D♭ Minor,4,2025-03-17,3QE9XNtDctPdTU7viSKRlI,"undefined",12A,USA560447245
92,"Les Fleur","4hero,Carina Andersson",45,77,"acid jazz, nu jazz, jungle, drum & bass, trip-hop","Creating Patterns",2001-01-01,06:03,40,67,1,8,42,0,10,-5,A#/B♭ Minor,4,2025-03-17,4eLKvHDNx4BrJqcAPKerjo,"undefined",3A,GBF080100191
93,"Casino Royale","Herb Alpert & The Tijuana Brass",37,137,"standards pour adultes, exotica","Sounds Like...",1967-05-01,02:35,71,46,65,68,88,0,10,-13,D Major,4,2025-03-17,77HqCmyz6AVDF8sP6TE1dk,"undefined",10B,QM4221500244
94,"I Want You, But I Don't Need You","Momus",28,100,"pop baroque, dark cabaret, shibuya-kei, chamber pop, art pop","Pubic Intellectual: An Anthology (1986-2016)",2016-08-19,04:47,69,48,26,0,68,0,30,-11,B Minor,3,2025-03-17,6c2PX5LGBx55npYNGEG2jQ,"undefined",10A,GBBLY9900288
95,"Niin aikaisin","Anki",24,107,"iskelmä, pop finlandaise","Sateen jälkeen",1967-00-00,03:04,43,26,56,0,27,0,10,-11,E Minor,3,2025-03-17,2tbEb1FDJvwyPgk8eeX8Rq,"undefined",9A,FIFPS6700500
96,"A Bird, A Bee, Humanity","The Leisure Society",24,102,"chamber pop, indie folk","Arrivals & Departures",2019-04-12,04:30,81,22,26,1,71,0,0,-14,G Major,4,2025-03-17,5egcdEHcyyquu4Rc3RerZK,"undefined",9B,GBGLW1800340
97,"This Guy's In Love With You","Herb Alpert & The Tijuana Brass",53,84,"standards pour adultes, exotica","The Beat Of The Brass",1968-05-01,03:59,64,17,86,0,25,0,20,-13,C♯/D♭ Major,4,2025-03-17,5hffP5gJFe1zByXf7BIeYq,"undefined",3B,QM4221500610
98,"I Might Be Wrong","Echo Collective",19,102,"néo-classique","Echo Collective Plays Amnesiac",2018-03-30,04:59,62,70,30,92,22,0,0,-10,D Minor,4,2025-03-17,0N5a6KVKGg3JWtSa7omqzd,"undefined",7A,DEG931701283
99,"Wanderer","Ilya Beshevli,Ilya Beshevli & The Imperalis Orchestra",21,121,"néo-classique","Wanderer",2016-05-27,03:27,29,37,97,83,35,0,10,-17,F#/G♭ Minor,4,2025-03-17,5kgTUOriQthrjbOYTG9mYZ,"undefined",11A,GB7FT1100287
100,"Poutou - Bon entendeur remix","Dombrance",32,120,"","Poutou",2020-06-26,03:13,78,70,9,92,54,0,10,-8,G Minor,4,2025-03-17,1kyOnV1ZL8wUZKR6nXRLmt,"undefined",6A,FR7KP2000063
101,"To Build A Home","The Cinematic Orchestra,Patrick Watson",74,149,"nu jazz, downtempo, ","Ma Fleur",2007-05-07,06:11,26,12,89,35,7,0,0,-15,A Major,4,2025-03-17,54KFQB6N4pn926IUUYZGzK,"undefined",11B,GBCFB0700100
