#,Song,Artist,Popularity,BPM,Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
11,"Schramm","Kaiser Quartett",0,132,"","Kaiser Quartett",2019-08-30,03:56,89,39,79,38,82,0,0,-12,G Major,4,2020-11-27,2ASFsAm1n84fbt3LYZq2Eu,"undefined",9B,DEG441890920
12,"Chinese New Year","SALES",63,75,"bedroom pop","Chinese New Year",2014-06-06,02:40,74,85,76,23,75,20,10,-7,E Minor,4,2020-11-27,0SIAFU49FFHwR3QnT5Jx0k,"undefined",9A,TCABX1485212
13,"Dancing For The Answers","Nick Mulvey",41,119,"","Dancing For The Answers - EP",2018-05-18,08:42,60,51,69,83,27,0,30,-10,A Minor,4,2020-11-27,1EEm8G2N213mjTDmUYv9hK,"undefined",8A,GBUM71801655
14,"Dance Monkey","Tones And I",73,98,"","Dance Monkey (Stripped Back) / Dance Monkey",2019-10-17,03:29,82,59,69,0,51,0,10,-6,F#/G♭ Minor,4,2020-11-27,2XU0oxnq2qxCpomAAuJY8K,"undefined",11A,QZES71982312
15,"Count Your Blessings","Mattiel",8,97,"","Mattiel",2018-03-13,03:16,39,84,12,0,51,0,0,-3,D#/E♭ Minor,4,2020-11-27,1p2T6wf0VW1fmnyMdoRnlm,"undefined",2A,QM46X1711710
16,"Rollercoaster","Dollkraut",0,120,"coldwave","Schimanski's Black Lullabies",2014-11-17,07:20,70,49,0,87,63,0,10,-12,A#/B♭ Minor,4,2020-11-27,7azSEIXnE9qIA92LaEg0dR,"undefined",3A,DEHT61475392
17,"Clouds","Hugo Kant,Astrid Engberg",35,80,"trip-hop, nu jazz, downtempo, ","Out of Time",2017-05-20,05:01,61,67,2,3,33,0,30,-5,C Major,4,2020-11-27,275cNQQpHzRNz8lHrw6vor,"undefined",8B,FR9W11702053
18,"Herder Can Ride","Red Snapper",30,170,"trip-hop, nu jazz, acid jazz, downtempo, idm","Hyena",2014-09-01,03:30,53,58,54,80,26,0,30,-12,C♯/D♭ Minor,4,2020-11-27,4774ovwQxdyyLL13Kbk2DX,"undefined",12A,GBDRC1411404
19,"McQueen: Time Lapse","Michael Nyman,Michael Nyman Band",0,76,"minimalisme, classique","McQueen",2018-06-08,03:54,32,15,90,43,13,0,10,-11,F Minor,4,2020-11-27,1JVzYxvNTA6HlIpcqbowh8,"undefined",4A,GBDVE1800001
20,"This is the Day","The The,Thomas Feiner",0,74,"new wave, ","Volume 4: The End of the Day",2017-10-20,06:42,36,18,83,89,16,0,40,-18,G#/A♭ Major,4,2020-11-27,6pZyyGQVSogNxZRVuETbqN,"undefined",4B,GB8KY1700003
21,"J'veux sortir avec un rappeur","Alice et Moi",0,152,"pop française, house française","J'veux sortir avec un rappeur",2018-06-27,03:29,63,71,10,0,58,0,10,-5,C♯/D♭ Minor,4,2020-11-27,7pN0F1KIniF4O1ts8WfSBG,"undefined",12A,FR9W11811705
22,"Words Ain't Enough","Tessa Violet",0,111,"","Bad Ideas",2019-10-25,02:04,79,21,85,0,25,0,10,-12,D#/E♭ Major,3,2020-11-27,5hFGGQukKw4vKgxRg3KeBC,"undefined",5B,USANG1906363
23,"Fascination - Radio Edit","Hindi Zahra",0,104,"tango","Fascination",2011-02-25,03:36,76,55,64,0,38,0,10,-7,F#/G♭ Minor,4,2020-11-27,23rVUqzg08U3QcRqyPGkFa,"undefined",11A,FR9W11008303
24,"No California","Limousine",25,95,"","L'été suivant...",2019-03-22,04:47,60,32,10,90,25,0,0,-12,A Minor,4,2020-11-27,7w3BThxmJpOUnGJrgHimmf,"undefined",8A,FR3PA1900050
25,"Budapest - Csàrdàs","Vittorio Monti,Thibault Cauvin,Didier Lockwood",22,138,"jazz français, jazz fusion, jazz","Cities II",2018-09-07,04:59,46,31,90,16,25,0,10,-11,D Major,4,2020-11-27,02q6BUe6DpjGe5LQVs0Omh,"undefined",10B,FRZ051800295
26,"Drink","La Chica",26,130,"","Cambio",2019-02-08,04:04,69,57,60,1,34,0,20,-8,F Minor,4,2020-11-27,4smjJJGHZgD9HxoqoI5feA,"undefined",4A,FR9W11808442
27,"Men of the Women","Peter Kernel",30,115,"noise rock","The Size of the Night",2018-03-09,03:56,61,70,29,2,4,0,10,-7,D Major,4,2020-11-27,7xRoAsl4SYD5NMwTmRepYF,"undefined",10B,CHA011700348
28,"Play Date","Melanie Martinez",73,124,"","Cry Baby (Deluxe Edition)",2015-08-14,02:59,68,73,61,0,45,0,20,-5,F Major,4,2020-11-27,4DpNNXFMMxQEKl7r0ykkWA,"undefined",7B,USAT21502465
29,"Buttercup","Jack Stauber",65,120,"","Pop Food",2017-03-25,03:28,71,37,72,81,55,0,20,-9,G Major,4,2020-11-27,2mlGPkAx4kwF8Df0GlScsC,"undefined",9B,QMPKX1703669
30,"Holy Wars... The Punishment Due","Rodrigo y Gabriela",2,125,"rock acoustique","Mettal EP",2020-01-17,06:32,63,88,57,83,47,0,10,-4,E Minor,4,2020-11-27,6jL19yAJOiBXnu4ZS1QwNc,"undefined",9A,IEACJ1900097
31,"Persephone","Tamino",51,124,"","Amir",2018-10-19,05:05,61,21,74,0,15,0,10,-15,C Minor,4,2020-11-27,4tIbyvltn6p8NNzuGOyJUH,"undefined",5A,GB6TW1800132
32,"Attraction","Paris Combo",32,114,"jazz français","Attraction",2001-01-01,03:55,79,61,77,0,37,10,10,-7,A Minor,4,2020-11-27,1TWHv420dL7Ft3tGUeyzbZ,"undefined",8A,FRZ020101000
33,"Palomino","Gemma Hayes",0,117,"","Bones + Longing",2014-11-17,03:42,72,36,85,0,63,0,10,-10,B Minor,4,2020-11-27,7iDhPLIzvVE3tGAk9hKIl1,"undefined",10A,UK5AQ1400060
34,"La sirena nella notte","Clara Galante,Thierry Los,ATPR Orchestra",10,87,"","La sirena nella notte",2020-01-02,03:47,50,67,16,0,44,0,10,-5,F Minor,4,2020-11-27,77CBuaFpsv3wAHjTeeWoyk,"undefined",4A,FRW581900260
35,"Le cœur au bout des doigts","Jacqueline Taieb",47,94,"pop française","Jacqueline Taïeb",1967-04-03,02:38,47,83,2,0,77,0,0,-5,B Minor,4,2020-11-27,6SfLHjKD666UfI5PFHGxnN,"undefined",10A,FRX086790130
36,"Mon amie la rose","Françoise Hardy",51,105,"chanson, pop française, variété française, jazz français","Françoise Hardy (Mon amie la rose)",1964-06-30,02:17,45,28,75,0,39,0,10,-13,D Minor,4,2020-11-27,1rMX4XuW4KzgYlAyEaDmpO,"undefined",7A,FRZ196400080
37,"Opportunity - Original Mix","Brasstronaut",0,124,"","Opportunity",2013-09-16,05:35,72,49,2,89,39,0,10,-12,C Major,4,2020-11-27,2z38occQCtnSiGovrCFbAW,"undefined",8B,GBJX39103002
38,"Travel Alone","Frenic",41,80,"trip-hop, downtempo","Dr. DAD",2013-05-06,03:36,58,63,9,73,51,0,30,-9,G Major,4,2020-11-27,1i8oOEZKBzaxnEmcZYAYCQ,"undefined",9B,GBKQU1363437
39,"Cent fois","Alice et Moi",0,143,"pop française, house française","Filme moi",2017-10-27,03:14,67,48,0,2,67,0,10,-7,F#/G♭ Major,4,2020-11-27,6vhD0pDMHPX5iBugKh1Uig,"undefined",2B,FR9W11716793
40,"The Mechanism Of All Temporary Things","MARBL",22,137,"","The Mechanism Of All Temporary Things",2019-02-22,03:39,56,46,36,71,52,0,20,-9,F Minor,4,2020-11-27,2VLq96sq9dnYVwYBG294QC,"undefined",4A,IL1021810498
41,"Wicked Streets","J. Bernardt",41,103,"","Running Days",2017-06-16,05:00,70,46,0,7,42,0,10,-9,C Major,4,2020-11-27,20hW80qQCtVEHIJgeBJsBW,"undefined",8B,GBENL1701881
42,"Dance Away","The Bryan Ferry Orchestra",0,78,"swing, électro swing","Babylon Berlin (Music from the Original TV Series)",2017-11-24,02:47,53,48,92,92,32,0,0,-8,G#/A♭ Major,4,2020-11-27,4geagrudo9If6wWhBcoz2j,"undefined",4B,DELV41702670
43,"Milestones","Shook",38,117,"nu disco, house française, synthwave, house funky","Spectrum",2014-11-19,08:26,74,45,7,89,40,0,20,-12,B Minor,4,2020-11-27,4H3ZV1gtveBXnzEEtEmf4e,"undefined",10A,TCACA1481950
44,"Good Night Amanes","Shantel",0,120,"","Planet Paprika",2009-08-24,02:08,64,38,55,67,96,0,20,-9,D Minor,4,2020-11-27,6a4tUMNoBehIC4FoZH0ljw,"undefined",7A,DEAZ20900380
45,"A Different Age","Current Joys",0,144,"","A Different Age",2018-03-02,06:52,63,37,64,6,36,0,0,-11,D Major,4,2020-11-27,6TIOhfnPBw0k5s3KHN3VHO,"undefined",10B,QMBZ91743923
46,"Saint-Saëns","Mooryc",39,180,"","Es War Einmal Indianerland (Original Motion Picture Soundtrack)",2017-10-13,05:17,64,48,37,55,20,10,10,-14,E Minor,4,2020-11-27,71xw9CaZJ6EHfMOHaSS45K,"undefined",9A,DEL021707035
47,"Kyrie Eleison","Bachar Mar-Khalifé",33,96,"","Ya Balad",2015-10-16,04:45,58,14,89,15,4,0,0,-13,C Minor,3,2020-11-27,6DLylbY93X5wKOPxhLfUHE,"undefined",5A,FRT091500001
48,"Why Do I Feel so Alone","Fai Baba",8,137,"","Sad and Horny",2016-11-25,04:20,43,46,1,0,6,0,20,-10,D Major,4,2020-11-27,4Q8U2I4PqcCaEwkqYHUzlx,"undefined",10B,CHA611600125
49,"Les pères pleurent en écho","Léonie Pernet",0,144,"","Les pères pleurent en écho",2019-11-12,03:23,37,26,44,7,11,0,10,-11,G#/A♭ Major,4,2020-11-27,2R2wNaq7V7kcFGtqB1dOTk,"undefined",4B,FRT091900125
50,"Ndokulandela","Bongeziwe Mabandla",49,107,"afrosoul, afropop","Mangaliso",2017-05-12,03:51,66,57,13,0,37,0,10,-10,G Major,4,2020-11-27,1kQjyyI3xZixtByFizxlXE,"undefined",9B,ZAUM71700034
51,"La fac de lettres","Jacqueline Taieb",35,121,"pop française","Jacqueline Taïeb",1967-04-03,02:47,69,58,18,0,70,0,50,-7,D Minor,4,2020-11-27,3aFIzFbDFFyswW4ocx2q1X,"undefined",7A,FRX086790116
52,"Angels","Brian Witzig",34,164,"trip-hop","The Iron Horse",2008-01-01,05:03,54,62,14,90,34,0,30,-10,F Minor,4,2020-11-27,2TlGnMncLSQTIqajn3FYM9,"undefined",4A,ushm90813013
53,"Butterfly","Léonie Pernet",48,125,"","Crave",2018-09-21,02:47,63,66,9,37,56,0,10,-8,G#/A♭ Major,4,2020-11-27,7kVD0vVPIt07Jw2ZZEePmD,"undefined",4B,FRP3F1802620
54,"A New Error","Gernot Bronsert,Sascha Ring,Sebastian Szary,Kai Schumacher",28,94,"néo-classique, minimalisme","Beauty In Simplicity",2017-09-01,06:49,12,30,97,87,3,0,0,-21,A Minor,4,2020-11-27,0ZhCC40jYTJMlt3m5EFJr6,"undefined",8A,DES380023288
55,"Cissy Strut","The Meters",59,176,"funk, soul, jazz funk","The Meters",1969-00-00,03:06,51,76,17,89,71,0,30,-13,C Major,4,2020-11-27,0WSlOSMLJWoWUpWci9nnRb,"undefined",8B,USWB10403298
56,"Bird's Lament - New Stereo Mix 2019","Moondog",0,66,"minimalisme, avant-garde","An Introduction to Moondog",2019-03-01,02:03,55,22,12,85,6,0,10,-11,D Major,5,2020-11-27,2NxeMVIBwMByEHpgAEYcca,"undefined",10B,QM4TX1959797
57,"A Portrait's Gallery","Jack the Ripper",0,111,"dubstep, dub","I'm Coming",2003-01-01,04:13,66,73,25,0,13,0,10,-8,G Minor,4,2020-11-27,4eDeZMATAsN4zKtCksudXY,"undefined",6A,FRW460300180
58,"Always Forever","Cults",80,163,"","Static",2013-10-15,03:43,17,74,0,28,36,0,20,-6,G#/A♭ Major,4,2020-11-27,2enPRFda84VE2wtI8c86Uf,"undefined",4B,USSM11303912
59,"Wrong Faces","Balthazar",0,90,"","Fever",2019-01-25,03:57,79,69,28,25,76,0,10,-7,G Major,4,2020-11-27,4JIeie1HW70feBl8erfKGD,"undefined",9B,GBENL1802325
60,"Here, There and Everywhere","Nataly Dawn",0,79,"","Here, There and Everywhere",2018-12-11,02:47,59,19,88,0,24,0,10,-14,G#/A♭ Major,4,2020-11-27,1UvImehbNN3oywVWuT33kL,"undefined",4B,QZ22B2039027
61,"Cloud Symphony","Shook",32,105,"nu disco, house française, synthwave, house funky","Shook",2013-08-06,06:24,75,47,67,91,80,0,20,-14,A Minor,4,2020-11-27,4cS2DmYMl17AaSBfHdiLb4,"undefined",8A,TCABP1336304
62,"Mishima: Blood Oath","Philip Glass,Angèle Dubeau,La Pietà",36,100,"minimalisme, classique, néo-classique","Philip Glass: Portrait",2008-10-14,03:15,51,14,99,93,15,0,10,-21,D#/E♭ Major,4,2020-11-27,6Y3JXsXRN3Uh37225YxAKl,"undefined",5B,US65R0805507
63,"Elephant Gun","Beirut",0,180,"chamber pop, pop baroque, indie folk","Elephant Gun",2007-06-25,05:48,17,63,87,3,46,0,0,-9,G#/A♭ Major,3,2020-11-27,0MtVmhAx6CxNuxFIUc6Mj9,"undefined",4B,USCPT0600053
64,"Le Troublant Acid","Kza",0,110,"","Dig & Edit 2",2014-03-10,06:29,62,73,12,92,71,0,50,-8,G#/A♭ Major,4,2020-11-27,1RxiLTL6vEolceAsjC40bq,"undefined",4B,DEU671401067
65,"Sex Appeal","Sexy Sushi",0,120,"électroclash","Marre marre marre",2008-03-03,03:29,84,47,4,0,97,10,0,-6,G#/A♭ Major,4,2020-11-27,0If1Jxo7CjpTsKLz3aXmqW,"undefined",4B,FR6V80800775
66,"Acamar","MEUTE",30,120,"","Tumult",2017-10-13,07:03,71,59,17,89,32,0,0,-9,A Major,4,2020-11-27,5om10BX3xuygmhubf7QixD,"undefined",11B,DEZ651712721
67,"Der Verkehr","Zenzile",0,108,"dub","Berlin",2014-10-27,08:30,74,70,35,88,61,0,60,-6,G Major,4,2020-11-27,5szu78YqrsGDvakhVAq2uk,"undefined",9B,FRP621412630
68,"Vous Dansez","Kza",0,88,"","Dig & Edit 2",2014-03-10,05:53,48,69,1,93,83,0,20,-9,C Minor,4,2020-11-27,0F0Pz4UsBDT6ss5nbE5ZFx,"undefined",5A,DEU671401058
69,"Nil","Christian Löffler",39,120,"","Mare",2016-10-07,06:50,83,18,22,72,14,0,10,-24,F#/G♭ Minor,4,2020-11-27,5G3ZKjCHie2Ikr3I4QCQGt,"undefined",11A,DEZ651600981
70,"A Bug on a Rug in a Building","Sophia Kennedy",0,141,"art pop","Sophia Kennedy",2017-04-28,04:53,56,67,6,4,18,0,10,-9,B Minor,4,2020-11-27,6J9CBKXEFGmlZ0LY5k1dCu,"undefined",10A,DEMM11700008
71,"Istoria Mias Kalpikis Liras","Padma Purana",0,90,"trip-hop","The Sketch",2018-08-14,04:59,60,76,29,4,41,0,60,-7,A#/B♭ Minor,4,2020-11-27,56zxZc1luYs2HIXTkFGs05,"undefined",3A,QM24S1826856
72,"Eyes Without a Face","Baustelle",34,82,"","Eyes Without a Face",2017-03-31,04:59,36,65,12,1,18,0,20,-7,D Major,4,2020-11-27,1qKwMIG29vVesEiRjJ7G6i,"undefined",10B,ITQ001700131
73,"BEATNIK OR NOT TO BE","Elias Dris",33,88,"","Beatnik or Not to Be",2019-03-01,03:59,58,43,4,64,65,0,0,-10,B Minor,4,2020-11-27,7w0eDwpwVu4cW6KaGqkQR3,"undefined",10A,FRQ031915209
74,"From The City","Charles Pasi",33,78,"","Bricks",2017-09-29,03:25,69,52,49,0,12,0,10,-10,D Minor,4,2020-11-27,2rEw2bWGrnIsfsWoWRyZjQ,"undefined",7A,FRUM71700615
75,"Toop Toop","Cassius",51,132,"house française, disco house","15 Again (Deluxe Edition)",2006-00-00,02:47,77,84,9,0,92,20,30,-5,D Major,4,2020-11-27,7cHhpJV9fC2AqgdiLvq1AO,"undefined",10B,FR01Q0600001
76,"Großraumdisko","Kaiser Quartett",0,122,"","Kaiser Quartett",2019-08-30,03:42,65,30,93,71,38,0,0,-10,C Minor,4,2020-11-27,4VKUxJ8aqY2hTsukStIQSy,"undefined",5A,DEG441890918
77,"Oh Mandy","The Spinto Band",35,137,"","Nice And Nicely Done",2005-01-01,03:35,51,96,5,0,56,0,10,-4,D Major,4,2020-11-27,573QfkAwdbCY4rSIHA04LR,"undefined",10B,US37V0516803
78,"Ministry","Karen O,Danger Mouse",0,141,"","Lux Prima",2019-03-15,05:06,46,65,14,10,30,0,0,-10,B Major,4,2020-11-27,7qcmuxVCAxLLC3xI7BulG8,"undefined",1B,QMRSZ1801990
79,"La réserve","Sages comme des sauvages",20,137,"","Largue la peau",2015-09-18,04:18,50,60,53,0,38,0,30,-10,B Minor,4,2020-11-27,41e0RmY7J1lmBR8DdvXNMl,"undefined",10A,FR3R71500030
80,"Vas-y fais-le vite","Pendentif",19,160,"pop française, house française","Vertige Exhaussé",2018-02-09,04:23,73,47,3,31,48,0,10,-12,C♯/D♭ Major,4,2020-11-27,7HlXjRQR2QiFFUzinQhfgf,"undefined",3B,FRX851700711
81,"Noizy Birdz","Raphael Treza",40,103,"","Cobra Gypsies (Motion Picture Soundtrack)",2018-01-12,03:45,66,58,22,35,35,0,40,-9,C♯/D♭ Major,4,2020-11-27,5Cx83giTGPVs1UDDSSesj7,"undefined",3B,QZAPG1844548
82,"Soul and Cigarette","Daniele Luppi,Parquet Courts",0,105,"post-punk, indie rock, garage rock","Milano",2017-10-27,03:28,78,55,19,0,54,0,0,-8,G Minor,4,2020-11-27,73pH3dlGVlgLNGRPa9TlKY,"undefined",6A,USSM11705838
83,"Alcohol","Hailey Tuck",29,117,"jazz vocal","Junk",2018-05-04,02:38,65,37,88,0,43,0,10,-10,E Minor,4,2020-11-27,49tzcryUQA72d3W3eRQqaF,"undefined",9A,GBARL1800191
84,"Song for Denise - Maxi version","Piano Fantasia",44,100,"disco italienne","Best of Collector: Piano Fantasia (Le meilleur des années 80)",2012-03-19,07:02,79,66,1,86,95,0,20,-7,C Minor,4,2020-11-27,1BEZWpUeIKNvESkYRgedYq,"undefined",5A,FR57F8500640
85,"Pulaski at Night","Andrew Bird",0,100,"chamber pop, pop baroque, indie folk","I Want to See Pulaski at Night",2013-11-19,04:49,45,64,67,0,53,0,10,-8,G Major,4,2020-11-27,6U1ZRIj9zOMD9ZBV4PpNzZ,"undefined",9B,US4H71311124
86,"No Halo","Kevin Morby",0,117,"","Oh My God",2019-04-26,03:06,52,72,80,69,58,0,0,-5,C Major,4,2020-11-27,1dkjhxfTkIag3Kv7hV0bB3,"undefined",8B,USJ5G1919102
87,"Peaks","Fyfe,Iskra Strings",0,135,"","Extended Play",2019-03-01,03:01,37,42,79,76,4,0,10,-8,D Minor,3,2020-11-27,53kgaMYtWvX92WbU50z0k6,"undefined",7A,GBKPL1810006
88,"Songs for Tony","Michael Nyman,David McAlmont",0,168,"minimalisme, classique","The Glare",2009-10-26,17:24,17,14,99,88,4,0,10,-13,G Major,4,2020-11-27,7xKWRRttWMJo0gf9PRWOpb,"undefined",9B,GBDVE0900012
89,"Fake Palindromes","Andrew Bird",8,144,"chamber pop, pop baroque, indie folk","The Mysterious Production of Eggs",2005-02-08,02:52,46,64,31,0,32,0,30,-6,D Major,3,2020-11-27,50woGYhAqV3KXvO1LG4zLg,"undefined",10B,USRB40500016
90,"The Run","The Inspector Cluzo",24,184,"rock acoustique","Rockfarmers",2016-02-05,05:38,26,32,69,4,27,0,10,-12,C♯/D♭ Major,3,2020-11-27,2m6jUDREjxwHRpakJL4YOG,"undefined",3B,FR1R51500107
91,"Ulysses and the Sea","Papooz",61,106,"","Papooz",2015-01-19,02:00,88,16,91,0,70,0,10,-9,G#/A♭ Minor,4,2020-11-27,1YmPS3jF3RMCTajDYgTD2q,"undefined",1A,FR2X41421758
92,"Ailleurs","Grand Blanc",18,85,"pop française, house française","Ailleurs",2018-02-16,09:56,26,34,19,52,5,0,10,-8,C♯/D♭ Major,4,2020-11-27,5LY2bzz5XpXiTEQ6MOzcnv,"undefined",3B,FRPI61800020
93,"On the Pavement","Concrete Knives",0,101,"","Our Hearts",2018-02-23,06:58,72,88,8,60,85,0,10,-6,C Minor,4,2020-11-27,2OJ2itUEvpdCIxqYX7wQct,"undefined",5A,FR7LB1700010
94,"Govindam","Flo Morrissey,Matthew E. White",0,100,"","Gentlewoman, Ruby Man",2017-01-13,06:14,27,71,2,1,47,0,20,-9,G Major,4,2020-11-27,1mGrcQinPUdMKC3l7qjT0l,"undefined",9B,USYAH1600164
95,"Seize the Day","The Herbaliser,Just Jack",21,75,"trip-hop, downtempo, acid jazz, nu jazz, ","Bring out the Sound",2018-03-02,05:13,34,52,12,13,14,0,20,-8,F Major,4,2020-11-27,03BApNhCr4Z2eNl19uZ52F,"undefined",7B,GBEQT1700267
96,"Travelers","Calibro 35",20,139,"jazz funk","DECADE",2018-02-02,05:46,43,69,0,86,23,0,30,-7,G Minor,4,2020-11-27,0urac7VcyugfIEOoNoUASQ,"undefined",6A,ITG581800011
97,"Folha de Jurema","Nicola Cruz,Salvador Araguaya,Spaniol,Artéria FM",0,180,"downtempo, house organique, house tribale","Folha de Jurema",2017-09-22,04:23,65,40,72,6,18,0,10,-13,G Major,4,2020-11-27,2RcrkBWCOWaX67jVDLgJr6,"undefined",9B,DEZ651713345
98,"Butterflies","Belasco",12,167,"","61",2007-02-23,03:51,31,34,1,2,12,0,0,-9,F#/G♭ Minor,3,2020-11-27,01AoQF294fQZjC6JkJZW0M,"undefined",11A,GBPLB0600006
99,"All My Life","The Staves,yMusic",18,76,"indie folk, ","The Way Is Read",2017-11-24,04:31,50,32,90,1,43,0,0,-9,E Minor,4,2020-11-27,2VdTgu3InMw8Hzk38op4PR,"undefined",9A,USNO11700599
100,"Cayendo Cayendo","Boris Vian,Reyvegui",0,83,"","Cayendo Cayendo",2017-04-05,04:04,56,82,29,0,70,0,30,-5,D#/E♭ Major,4,2020-11-27,4IltlMZAUTAWm85qKWeCh7,"undefined",5B,ES71G1719717
