Sources Qobuz,Sources Bibli,Artist_A_rechercher,Artist_Possede,Artist_sim,Album_A_rechercher,Album_Possede,Album_sim,Liste_albums_pos,Path_Possede,Autres_albums_biblio
https://play.qobuz.com/album/xw3rggras2yra,,"Joohyun Park,Michael Nyman",Zoopark,63,Departure for Solo Piano (From the Original Score to  Gattaca ),,0,,,
https://play.qobuz.com/album/5414939811173,,dEUS,dEUS,100,Selected Songs 1994 - 2014,How To Replace It - 2023,39,Following Sea - How To Replace It - 2023 - Keep You Close - Pocket Revolution - The Ideal Crash - Vantage Point,__Autres/dEUS/How To Replace It - 2023,"Claude François, son dernier concert du 24 février 1978, Palais d'Hiver de Lyon. - Chomarat DISQ 2044, How to replace it - 782.DEU 23"
https://play.qobuz.com/album/axju7c6egl4ea,D 58555 (En rayon),Roberto Fonseca,Robbie Robertson,65,ABUC,,0,,,Zamazu - D 61194
https://play.qobuz.com/album/b3d6bl6f8biia,D 24404 (En rayon),Quiet Village,Kurt Vile,64,Silent Movie,,0,,,
https://play.qobuz.com/artist/4659660,,"F.S.Blumm,Nils Frahm",Blu Samu,59,Tag Eins Tag Zwei,,0,,,"Sesamsamen - D 14981, Les hits de mai 1968. 14 titres originaux. Extraits du hit parade ""Salut les copains"" de mai 68, avec les documents inédits. - Chomarat DISQ 2045"
https://play.qobuz.com/artist/48212,,"Thomas Bangalter,Guy-Manuel de Homem-Christo,Julian Casablancas,Chilly Gonzales",Thomas Bangalter,100,Other People's Pieces,Thomas Bangalter_ Mythologies,44,DAAAAAALÍ! - Thomas Bangalter_ Mythologies,__Autres/Thomas Bangalter/Thomas Bangalter_ Mythologies,"Irréversible - D 21845, Mythologies - 785.53 BAN, 1son2rue - D 31581"
https://play.qobuz.com/album/z1n23zwx52via,,Wouter Dewit,Destroyer,57,Still,,0,,,
https://play.qobuz.com/album/3614974136497,,Gaby Hernandez,Fernandel,61,Spirit Reflection,,0,,,
https://play.qobuz.com/album/oro1h7k0ewekc,,The Secret Sea,Scarlett Rose,67,Golden Brown,,0,,,"Caroline now ! : The songs of Brian Wilson and The Beach Boys - D 09908, The sound of the atom splitting - D 10129, Holiday - D 42481"
https://play.qobuz.com/album/0774204874520,,"Angèle Dubeau,La Pietà",Angèle Dubeau,100,Portrait: Max Richter,"A Time for Us (Silence, on joue!)",42,"A Time for Us (Silence, on joue!) - Silence On Joue - Take 2","__Autres/Angèle Dubeau/A Time for Us (Silence, on joue!)",
,,"Marc Sarrazy,Laurent Rochelle",Eric Serra,64,Chanson pour l'oreille gauche,,0,,,
https://play.qobuz.com/album/ytkk4xd5ul4jc,,Fabiano do Nascimento,Adriano Celentano,58,Tempo dos Mestres,,0,,,The Room - 781.3 NAS 7
https://play.qobuz.com/artist/2117928,,"David Christiansen,Stimming,Bernd Ruf,Brandenburgisches Staatsorchester",Susan Christie,62,November Morning,,0,,,"Saul and David op. 25 - D 19429, Erratum #4 - D 44871"
https://play.qobuz.com/album/jjfxxqadv1xcc,,Les Hommes,Les Charlots,64,The Sinner,,0,,,Tant qu'il y aura des hommes - D 08374
https://play.qobuz.com/album/0880918226712,,Keith Kenniff,Edith Piaf,61,The Last Survivor,,0,,,
https://play.qobuz.com/artist/4414074,,Hushed,Houses,67,In Dreams,,0,,,
https://play.qobuz.com/artist/685475,,Frank Barcellini,Lilian Barbe,64,Jacques Tati Soundtracks (Remastered),,0,,,
https://play.qobuz.com/album/vp6qac4uoligb,D 34024 (En rayon),Michael Giacchino,Michael Giacchino,100,Up! Original Soundtrack,Star Trek Beyond,37,La Haut - Mission - Impossible (Ghost Protocol) - Star Trek Beyond - Star Trek Into Darkness - Star Wars - Rogue One A Star Wars Story - The Batman - The Batman (2022) - les indestructibles,__B.O/Star Trek Beyond - Michael Giacchino,"Lost : season 2 : original television soundtrack - D 33740, Exotic themes for the silver screen. 02 - 786.2 GIA 2, Dawn of the planet of the apes = La planète des singes : L'affrontement - D 61368 V.02, Mission impossible : Ghost protocol : Music from the motion picture - D 30249 V.04"
https://play.qobuz.com/album/td4gik6whdyua,,Joep Beving,Joe Bel,67,Ala,,0,,,"Prehension - D 67876, Solipsism - D 66434, Conatus - 785.51  BEV"
https://play.qobuz.com/album/0002894793305,D 73508 (En rayon),"Max Richter,Daniel Hope,Raphael Alpermann,Konzerthaus Kammerorchester Berlin,Andre de Ridder",Max Richter,100,"Recomposed By Max Richter: Vivaldi, The Four Seasons","Recomposed By Max Richter_ Vivaldi,",79,"Disconnect - My Brilliant Friend - My Brilliant Friend, Season 3 - Out Of The Dark Room [Disc1] - Out Of The Dark Room [Disc2] - Recomposed By Max Richter_ Vivaldi, - Sarah's Key - Sleep - Taboo - The Blue Notebooks - The Leftovers - Voyager - Essential Max Richter","__Autres/Max Richter/Recomposed By Max Richter_ Vivaldi,","Voyager : Essential Max Richter - 785.51 RIC - Prêté, Le congrès : bande originale du film - D 48981, Ad astra : original motion picture soundtrack - 786.1 ADA 1, Expo 1 - 785.51 A - Prêté, Guerrilla - D 70593"
https://play.qobuz.com/album/0002894797157,D 67876 (En rayon),Joep Beving,Joe Bel,67,Prehension,,0,,,"Solipsism - D 66434, Conatus - 785.51  BEV"
https://play.qobuz.com/album/0060254749718,D 66436 (En rayon),"Ludovico Einaudi,Amsterdam Sinfonietta",Ludovico Einaudi,100,Elements,Le Onde,40,"Divenire - I Giorni - In A Time Lapse - Le Onde - Seven Days Walking, Day Five - Seven Days Walking, Day Four - Seven Days Walking, Day One - Seven Days Walking, Day Seven - Seven Days Walking, Day Six - Seven Days Walking, Day Three - Seven Days Walking, Day Two - Taranta Project - The Royal Albert Hall Concert [Disc 1] - The Royal Albert Hall Concert [Disc 2] - The Summer Portraits - Una Mattina - Underwater",__Autres/Ludovico Einaudi/Le Onde,"Intouchables : la bande originale du film - D 65134, Nomadland : original motion picture soundtrack - 786.1 NOM 1, Aprile : Bande originale du film - D 34078"
https://play.qobuz.com/album/auozqrh3k338a,,Ólafur Arnalds,Ólafur Arnalds,100,Living Room Songs,Island Songs,55,And They Have Escaped The Weight Of Darkness - Broadchurch- Music From The Original TV Series - Broadchurch- The Final Chapter - Eulogy For Evolution - For Now I Am Winter - Island Songs - The Chopin Project - re-member - some kind of peace,__Autres/Ólafur Arnalds/Island Songs,"Nordic noir - 785.51 SAM, The Chopin project - 785.51 ARN, For now I am winter - 784.ARN 21, And they have escaped the weight of darkness - 785.51 ARN, Eulogy for evolution 2017 - D 35263"
https://play.qobuz.com/artist/28731,,Yann Tiersen,Yann Tiersen,100,The Lighthouse - Everything's Calm,Tabarly- Original Motion Picture Soundtrack,38,"(Tout Est Calme) - ALL - Bästard, Tiersen - C'était Ici [Live] [Disc 1] - C'était Ici [Live] [Disc 2] - Dust Lane - EUSA - Good Bye Lenin! Original Motion Picture Soundtrack - Kerber - L' Absente - La valse des monstres - Le Fabuleux Destin D'Amelie Poulain - Le Phare - Les Retrouvailles - Portrait [Disc 1] - Portrait [Disc 2] - Rue des cascades - Skyline - Tabarly- Original Motion Picture Soundtrack - Yann Tiersen & Shannon Wright - ∞ (Infinity)",__Autres/Yann Tiersen/Tabarly- Original Motion Picture Soundtrack,"Yann Tiersen & Shannon Wright - 782.TIE 86 - Prêté, Ici d'ailleurs... - D 12221, OuMuPo. 01 - D 18265 V.01"
https://play.qobuz.com/album/zpmm1l6g6eo6a,D 66434 (En rayon),Joep Beving,Joe Bel,67,Solipsism,,0,,,"Prehension - D 67876, Conatus - 785.51  BEV"
https://play.qobuz.com/album/ng7rrj8w1poqc,,"Woodkid,Louis Garrel",Woodkid,100,L'aérogramme de Los Angeles,The Golden Age,44,The Golden Age,__Autres/Woodkid/The Golden Age,"The golden age - D 34456, S16 - 782.WOO 43, Arcane : League of legends. season two - 786.1 ARC 3 - Prêté"
https://play.qobuz.com/album/ebspialuuw3ub,,Keith Jarrett,Keith Jarrett,100,Sun Bear Concerts,"The Köln Concert (Live at the Opera, Köln, 1975)",55,"The Köln Concert (Live at the Opera, Köln, 1975)","__Autres/Keith Jarrett/The Köln Concert (Live at the Opera, Köln, 1975)","Diggin' deeper. 05 : The roots of acid jazz - D 21184, Sleeper : Tokyo, april 16, 1979 - 781.3 JAR 44, Impulse! Jazz : A 30 year celebration - D 44052, Piano : Jazz club - D 65300"
https://play.qobuz.com/album/a8t4anvmbz93b,,"Murcof,Vanessa Wagner",MARO,60,Statea,,0,,,
https://play.qobuz.com/album/dmdfjvdio0c9b,,"Kiasmos,Lubomyr Melnyk",Kimberose,62,Looped,,0,,,"Kiasmos - D 69276, II - 784.KIA 2"
,,Bremer/McCoy,Joy Forever,61,Ordet,,0,,,Africa straight ahead - D 41387
https://play.qobuz.com/artist/53267,,"Aphex Twin,Daniel Hope,Jacques Ammon,Christoph Anacker,Jane Berthe,Kaiser Quartett",Aphex Twin,100,For Seasons,Chosen Lords,43,"...I Care Because You Do - 51-13- Aphex Singles Collection - Chosen Lords - Classics - Come To Daddy - Computer Controlled Acoustic Instruments Pt2 - Drukqs [Disc 1] - Drukqs [Disc 2] - FabricLive.24 - HelpAphexTwin4.0 - Richard D. James Album - SYRO - Selected Ambient Works 85-92 - Selected Ambient Works, Vol. 2 [Disc 1] - Selected Ambient Works, Vol. 2 [Disc 2] - Windowlicker",__Autres/Aphex Twin/Chosen Lords,
https://play.qobuz.com/artist/1013565,,Lubomyr Melnyk,MOTEL CLUB,58,Erased Tapes Collection VI,,0,,,"Rivers and streams - D 66440, Corollaries - D 60579"
https://play.qobuz.com/artist/1634955,,Jozef Van Wissem,Vance Joy,56,New Lute Music for Film,,0,,,Nosferatu : the call of the deathbird : original soundtrack - 786.1 NOS 1
https://play.qobuz.com/album/5099908477552,,"Michael Nyman,Valentina Lisitsa",Michael Nyman,100,Chasing Pianos - The Piano Music Of Michael Nyman,The Piano Sings,42,Drowning By Numbers - Gattaca - McQueen - The Glare - The Piano - The Piano Sings,__B.O/The Piano Sings - Michael Nyman,"The Essential Michael Nyman Band : Extraits de bandes originales de films - D 49784, No time in eternity - 783.NYM 3, Nyman brass - D 50567"
https://play.qobuz.com/album/5028421955636,,"Jeroen van Veen,Philip Glass",Yann Tiersen,59,Glass: Solo Piano Music,,0,,,"Minimal piano collection. 7 : Minimal preludes book II - 783.VEE 11 11, Minimal piano collection. 6 : Minimal preludes book I - 783.VEE 11 11"
https://play.qobuz.com/album/iigdy2jgc21sb,,Cigarettes After Sex,Cigarettes After Sex,100,EP I.,Affection,20,Affection - Cigarettes After Sex - Crush - Cry - EP.1 - X's,__Autres/Cigarettes After Sex/Affection,"Cigarettes After Sex - 782.CIG 651, Cry - 782.CIG 651, X's - 782.CIG 651"
https://play.qobuz.com/artist/553,,"Maurice Ravel,Sviatoslav Richter",Marie Reno,70,Ravel & Rachmaninov: Preludes,,0,,,"Sur les traces de Maurice Ravel - D 53565, Tableaux d'une expostition : orchestration de Maurice Ravel - D 67115, Strangers in paradise : Maurice Ravel, George Enescu, Eugène Ysaÿe ... ; Diana Tishchenko, violon ; Zoltan Fejérvari, piano - D 71230"
https://play.qobuz.com/album/c2dvko5pu8peq,,Martin Kohlstedt,George Martin,62,Nacht,,0,,,
https://play.qobuz.com/album/q8q7swoh0864a,,GoGo Penguin,GoGo Penguin,100,Fanfares,Necessary Fictions,31,A Humdrum Star - GGP-RMX - GoGo Penguin - Man Made Object - Necessary Fictions - v2.0 (Deluxe Edition),__Autres/GoGo Penguin/Necessary Fictions,"Gogo Penguin - 781.3 GOG 8 - Prêté, Necessary fictions - 781.3 GOG 8 - Prêté, A humdrum star - 781.3 GOG 85 - Prêté, Man made object - 781.3 GOG 85, Everything is going to be ok - 781.3 GOG 8"
,,TSU!,Sun,67,TSU! - Prince of Gumbay,,0,,,"Ghetto tango : Wartime yiddish theater - D 54588, Partisans of Vilna : The songs of world war II Jewish resistance - D 08282, Sérénité : le coffret - 785.43 SER"
https://play.qobuz.com/album/y9wr00cikuhra,,The Dining Rooms,The Spinners,64,Tre,,0,,,"Six feet under : bande originale de la série télévisée - D 69079 V.01, Ink - D 39227"
https://play.qobuz.com/album/zltmqkuodnw5a,,Japhlet Bire Attias,The Artist Ren,61,Japhlet Bire Attias,,0,,,
https://play.qobuz.com/album/w1i88e9pkjt6a,,"Ilhan Ersahin,Erik Truffaz",Ilya Beshevli,62,Istanbul Sessions (feat. Erik Truffaz),,0,,,"Our theory - D 69077, Istanbul sessions - D 44414"
https://play.qobuz.com/album/5099921273353,,Penguin Cafe Orchestra,Penguin Cafe Orchestra,100,Music From The Penguin Cafe,Union Cafe,49,"A History [Disc 1] - A History [Disc 2] - A History [Disc 3] - A History [Disc 4] - Preludes, Airs And Yodels (A Penguin Cafe Primer) - Union Cafe - When In Rome... [Live]",__Autres/Penguin Cafe Orchestra/Union Cafe,
https://play.qobuz.com/artist/32168,,Gidon Kremer,Peter Gordon,67,De Profundis,,0,,,
https://play.qobuz.com/album/x5s9kso0u0tyb,,Emancipator,Machito,67,Baralku,,0,,,
,,S+C+A+R+R,Mars Argo,56,You're the One (From  I Lost My Body ),,0,,,
https://play.qobuz.com/album/r6f7jn5679ttb,,Mike Higbee,Michel Berger,58,Secret Life,,0,,,
https://play.qobuz.com/album/l5rluh45luapc,,Vincent Gallo,Vincent Liben,69,So Sad,,0,,,"Recordings of music for film : extraits de bandes originales de films - D 37035, The brown bunny : Motion picture soundtrack - D 46618"
https://play.qobuz.com/artist/35865,,Neil Young,Neil Young,100,Dead Man: A Film By Jim Jarmusch (Music From And Inspired By The Motion Picture),Essentials,20,Essentials,__Autres/Neil Young/Essentials,"Neil Young and Bluenote Café / - 782.YOU 13, Chrome dreams - 782.YOU 321, Archives. 01 : 1963-1972 - 782.YOU 3, Way down in the rust bucket - 782.YOU 321"
https://play.qobuz.com/album/ieuh8rlesu77a,,Odyssey,DyE,60,The Return,,0,,,"2001 : a space odyssey : bande originale du film - D 59304, Odyssey - D 21898"
https://play.qobuz.com/album/0886445943696,D 21812 (En rayon),Tim Dup,Dub Inc,57,Vers les ourses polaires,,0,,,Qu'en restera-t-il ? - D 69835
https://play.qobuz.com/artist/566488,D 11269 (En rayon),"Chet Baker,Duke Jordan",Bakermat,67,No Problem,,0,,,"The best of the Gerry Mulligan Quartet with Chet Baker - D 45075, Chet Baker in New York - D 68383, Chet Baker and the Boto brazilian quartet - 781.3 BAK 51, Chet Baker sings - 781.3 BAK 51, Chet Baker in Paris : a selection from the legendary Barclay sessions 1955-1956 - D 50446, Chet Baker sings : it could happen to you - D 58293, Chet Baker with strings - D 41552, Chet Baker and crew - D 68303"
https://play.qobuz.com/album/p5ewpw8kbpkmb,D 67498 (En rayon),Jesca Hoop,Loopa Scava,67,STONECHILD,,0,,,Memories are now - D 10524
https://play.qobuz.com/album/bngwi8ibf24qc,,Mud Flow,Mud Flow,100,Best Songs,A Life On Standby,37,A Life On Standby - Re-Act - Ryunosuke,__Autres/Mud Flow/A Life On Standby,"Re*act - D 12014, A life on standby - D 10799, 3 petites filles : bande originale du film - D 19275"
https://play.qobuz.com/artist/624,,"Franz Schubert,Marcos Madrigal,Teresita Junco",Ezy Schubert,77,Concierto a 8 Manos,,0,,,"Sur les traces de Franz Schubert - D 07661, Schubert klezmer - D 62123, Nightsong - D 42921, Schuberts ""Winterreise"" = Voyage d'hiver de Franz Schubert : Eine komponierte interpretation (1993) - D 05188"
https://play.qobuz.com/artist/1582371,,"Pyotr Ilyich Tchaikovsky,Antoni Wit,Polish National Radio Symphony Orchestra",Chaos Chaos,51,Tchaikovsky: Symphony No. 5 & The Storm,,0,,,"YOLANTA (INT) : opera en 1 acte ; livret de Modeste Tchaikovsky - D 31884, Violin concertos - D 38010, Russian soul - D 67065, Tchaikovsky - 783.TCH 19 43"
,,Benjamin Oleinikov,Benjamin Clementine,70,Ballade En Russie,,0,,,
https://play.qobuz.com/artist/624,,"Franz Schubert,Margherita Malagoli,Roberto Guerra",Ezy Schubert,77,"The Essential Classical Masterpieces, Schubert Greatest Compositions",,0,,,"Sur les traces de Franz Schubert - D 07661, Schubert klezmer - D 62123, Nightsong - D 42921, Schuberts ""Winterreise"" = Voyage d'hiver de Franz Schubert : Eine komponierte interpretation (1993) - D 05188"
https://play.qobuz.com/artist/137,,"Frédéric Chopin,Elfrun Gabriel",Electrick Children,61,"Frederic Chopin: Piano Works - 24 Preludes, Op. 28 / Nocturnes / Waltzes (E. Gabriel)",,0,,,"Frédéric Chopin = Chopin piano music - D 38188, Impressions on Chopin's Nocturnes - D 56743, Préludes - D 58777"
https://play.qobuz.com/album/wwts54qctaioa,,George Walker,George Ka,73,George Walker in Recital,,0,,,"The complete Blue Note sessions - D 11255, Julius Caesar = Jules César - D 55404"
https://play.qobuz.com/album/jzxldykv2d2fc,,Theo Lawrence and The Hearts,Ax and the Hatchetmen,61,Homemade Lemonade (Deluxe Version),,0,,,Homemade lemonade - D 59941
https://play.qobuz.com/album/0825646956883,,Stavros Lantsias,Piano Fantasia,60,Epistrofi (Return),,0,,,
https://play.qobuz.com/artist/28649682,,"Camille Saint-Saëns,Slovak Radio Symphony Orchestra,Keith Clark",Camille Jansen,73,Saint-Saens: Symphony No. 3 / Piano Concerto No. 2,,0,,,"Camille Saint-Saëns et le prix de Rome - D 15275 V.02, Piano trios - D 69793, A la lumière - 783.09 6 ALA, Les sonates pour instruments à vent - D 53705, Piano concertos - 783.SAI 19 11"
https://play.qobuz.com/artist/28649682,,"Camille Saint-Saëns,Orchestre Symphonique de Montréal,Andrew Wan,Kent Nagano",Camille Jansen,73,Danse Macabre,,0,,,"Camille Saint-Saëns et le prix de Rome - D 15275 V.02, Piano trios - D 69793, A la lumière - 783.09 6 ALA, Les sonates pour instruments à vent - D 53705, Piano concertos - 783.SAI 19 11"
https://play.qobuz.com/artist/28649682,,"Camille Saint-Saëns,Yo-Yo Ma,Kathryn Stott",Camille Jansen,73,Songs from the Arc of Life,,0,,,
https://play.qobuz.com/album/gmw8ahriinuha,,Kikagaku Moyo,Kaz Moon,57,House in the Tall Grass,,0,,,
https://play.qobuz.com/album/w6b7okiu9vyyb,,Jun Miyake,Jun Miyake,100,Lost Memory Theatre act-2,Innocent Bossa in the mirror,45,Innocent Bossa in the mirror - Stolen from Strangers,__Autres/Jun Miyake/Innocent Bossa in the mirror,"Innocent bossa in the mirror - D 23310, Stolen from strangers - D 33249"
https://play.qobuz.com/album/0614427981127,,"Tonbruket,Ane Brun",Antonio Barret,61,Forevergreens,,0,,,"Live salvation - D 68560, Nubium swimtrip - D 50735"
https://play.qobuz.com/album/0004400665742,782.GIB 2 - Prêté - D 40159 (Retour prévu le : 09/06/2026 - En rayon),"Beth Gibbons,Rustin Man",Beth Gibbons & Rustin Man,69,Out Of Season,,0,,,"Lives outgrown - 782.GIB 35 - Prêté, Out of season - 782.GIB 2 - Prêté"
https://play.qobuz.com/artist/69761,,Beth Gibbons,Beth Gibbons & Rustin Man,69,Feminissima,,0,,,"Lives outgrown - 782.GIB 35 - Prêté, Out of season - 782.GIB 2 - Prêté"
https://play.qobuz.com/album/0060251796436,,Portishead,Radiohead,63,Dummy (Non UK Version),,0,,,"Portishead - 784.POR 22, Roseland New York City : Portishead live - D 57417, So classic : it sounds different - D 59829, Stereo pictures vol. 03 - D 16705 V.03, Third - 784.POR 221, Glory times - 784.POR 221, Sour times - D 57406, Dummy - 784.POR 221"
https://play.qobuz.com/artist/384546,,The National,The National,100,Exile Vilify (From the Game Portal 2),High Violet,43,Boxer - Cherry Tree - First Two Pages of Frankenstein - High Violet - I Am Easy To Find - Laugh Track - Sad Songs for Dirty Lovers - Sleep Well Beast - Trouble Will Find Me - Your Mind Is Not Your Friend,__Autres/The National/High Violet,
https://play.qobuz.com/artist/14448520,,Kevin Graham,Drama King,64,Sierra,,0,,,
https://play.qobuz.com/artist/14448520,,Kevin Graham,Drama King,64,Valkyrie,,0,,,
https://play.qobuz.com/album/rutqaljg0x6ya,D 25378 (En rayon),Kimya Dawson,Willy Mason,61,Remember That I Love You,,0,,,"Hidden vagenda - D 26441, I'm sorry that sometimes I'm mean - D 26442, Knock-knock who? - D 26443"
https://play.qobuz.com/artist/28732,,"Wim Mertens,Kai Schumacher",Wim Mertens,100,Beauty In Simplicity,Maximizing the Audience,47,Charaktersketch - Close Cover - Inescapable - Integer Valor - Jardin clos - Jérémiades - Maximizing the Audience - Motives for Writing - Stratégie de la rupture - That Which Is Not - The Belly of an Architect,__Autres/Wim Mertens/Maximizing the Audience,"Jérémiades - D 09890, Motives for writing - D 40964, Integer valor - D 18782, At home - Not at home - 785.53 MER, The Belly Of An Architect = Le Ventre de l'architecte : Bande originale du film - D 01972, Close cover - D 08399"
https://play.qobuz.com/artist/28649682,D 71613 (En rayon),"Camille Saint-Saëns,Stéphane Tétreault,Fabien Gabel,Orchestre Symphonique De Québec",Camille Jansen,73,Saint-Saëns & Tchaikovsky,,0,,,"Piano trios - D 69793, A la lumière - 783.09 6 ALA, Les sonates pour instruments à vent - D 53705, Piano concertos - 783.SAI 19 11"
https://play.qobuz.com/artist/28649682,,"Camille Saint-Saëns,Isata Kanneh-Mason,Konya Kanneh-Mason,Braimah Kanneh-Mason,Ayla Sahin,Timothy Ridout,Sheku Kanneh-Mason,Adam Walker,Alasdair Malloy",Camille Jansen,73,Saint-Saëns: Carnival of the Animals: Aquarium,,0,,,
https://play.qobuz.com/album/nnoujofzw24rc,,Al Bowlly,Al Bowlly,100,Goodnight Sweetheart,Ten songs for you,38,Ten songs for you,__Autres/Al Bowlly/Ten songs for you,
https://play.qobuz.com/album/r0hijo5sal8tc,D 44904 (En rayon),Dorothy Ashby,Rockabye Baby!,54,Dorothy Ashby,,0,,,
https://play.qobuz.com/artist/137,,"Frédéric Chopin,Arthur Rubinstein",Electrick Children,61,Piano Greatest Hits,,0,,,"Frédéric Chopin = Chopin piano music - D 38188, Impressions on Chopin's Nocturnes - D 56743, Préludes - D 58777"
https://play.qobuz.com/album/bpt3sqdosbatb,,Joseph Schiano di Lombo,Sacha Distel,57,If You Had My Love,,0,,,
https://play.qobuz.com/artist/1407,,"Philip Glass,Thibault Cauvin,Adélaïde Ferrière",Glass Philip,100,Cities II,Koyaanisqatsi,36,Glass- Jukebox [Disc2] - Glass- Oeuvres Majeures [Disc 1] - Glass- Oeuvres Majeures [Disc 2] - Koyaanisqatsi - Philip Glass- A Brief History Of Time (Soundtrack To The Film By Errol Morris) - Visitors,__Autres/Glass Philip/Koyaanisqatsi,
https://play.qobuz.com/album/yxaqqpdw1qd3a,,Trans-Siberian Orchestra,Trans-Siberian Orchestra,100,The Christmas Attic,Christmas Eve and Other Stories,60,Christmas Eve and Other Stories,__Autres/Trans-Siberian Orchestra/Christmas Eve and Other Stories,
https://play.qobuz.com/album/h01c0fk2qzdic,789.5 YOM 082 (En rayon),Yom,Yom,100,Songs for the Old Man,Le Silence De L'exode,38,Celebration - Green Apocalypse - Le Silence De L'exode - New King Of Klezmer Clarinet - Prière - With Love - You Will Never Die!,__Autres/Yom/Le Silence De L'exode,"With love : The fabulous adventures of Yom & the Wonder Rabbis - D 56181, New king of klezmer clarinet : tribute to Naftule Brandwein - D 69526, Green apocalypse - D 69701"
https://play.qobuz.com/album/jt6tfixfh0zsa,,Lambert,Lambert,100,Grauer Beton (Lambert Rework),True,50,All This Time - Alles in bester Ordnung - Inez & Doug & Kira - Lost Tapes - Open - Stay In The Dark - True - We Share Phenomena,__Autres/Lambert/True,Le Retour de Gérard Lambert - 788.REN 4 - Prêté
https://play.qobuz.com/album/eje2v34qv0i2a,,"Roger Eno,Brian Eno",Roger Molls,70,Mixing Colours,,0,,,
https://play.qobuz.com/album/fwvt478xu5dsb,,De Wolfe Music,London Music Works,62,Vocal Patterns,,0,,,When I look in your eyes - D 44555
https://play.qobuz.com/album/0004228424982,D 69781 (En rayon),Fairport Convention,Kings of Convenience,56,Unhalfbricking,,0,,,"The best of Fairport Convention - D 61236, Liege and lief - 789.74 FAI 2, Liege & lief - D 72620, ""Babbacombe"" Lee - D 32245, Angel Delight - D 08319, What we did on our holidays - D 43954"
https://play.qobuz.com/album/0004400163732,D 42863 - Prêté (Retour prévu le : 10/06/2026),Anouar Brahem,A. R. Rahman,61,Le pas du chat noir,,0,,,"Le Voyage de Sahar - D 42871, Mantis - D 34658, Barzakh - 789.24 BRA 2 - Prêté, The astounding eyes of Rita - 789.24 BRA 2, Madar - 781.3 GAK 7, Le pas du chat noir - D 42863 - Prêté, Khomsa - D 65334"
https://play.qobuz.com/artist/384538,,St. Vincent,Vincent Liben,70,"Jesus Saves, I Spend",,0,,,"Génération Zouk. 04 - D 13593 V.04, Du Brésil à la Louisiane. 01 - D 66214 V.01"
https://play.qobuz.com/artist/49584,D 64072 (En rayon),"Baptiste Trotignon,Minino Garay",Baptiste Thiry,69,Chimichurri,,0,,,"Les boys - D 66545, Trotignon El malek Hall Pallemaerts - D 40509, Body and soul - 781.3 TRO 4 - Prêté"
https://play.qobuz.com/album/imv4iqv5huwqa,D 67466 (En rayon),Drab City,Doja Cat,59,Good Songs For Bad People,,0,,,
https://play.qobuz.com/album/rdvdig7rpnjbc,,"Chilly Gonzales,Jarvis Cocker",Chilly Gonzales,100,Room 29,Solo Piano II,30,French Kiss - Ivory Tower - Solo Piano II - Solo Piano III,__Autres/Chilly Gonzales/Solo Piano II,
https://play.qobuz.com/album/ot7v1r2q2skbb,,Lund Quartet,Kronos Quartet,69,Lund Quartet,,0,,,
https://play.qobuz.com/album/xfglj8ehyn4xb,,Kaada,Ada,75,Closing Statements,,0,,,"Music for moviebikers - D 15725, Red and blue : neither Norway - D 11201, Romances - D 29564, Chasseurs du Dallol Mawri : Niger - D 19501"
https://play.qobuz.com/artist/38062,,Piers Faccini,Piers Faccini,100,Hope Dreams,The Damned and the Saved,40,Between Dogs and Wolves - Mother Time - My Wilderness - Shapes of the Fall - Tearing Sky - The Damned and the Saved,__Autres/Piers Faccini/The Damned and the Saved,Between dogs and wolves - D 64888
https://play.qobuz.com/artist/177875,,Guts,Guts,100,Brand New Revolution - EP,Stop the Violence,38,"Eternal - Eternal_MP3 - Guts & Mambo - Hip Hop After All - Kenke Corner - Open Wide - Philantropiques - Philantropiques HRies - Stop the Violence - Straight from the Decks, Vol. 2 2021 - [Vol.2] Straight From The Decks - [Vol.5] Beach Diggin'",__Autres/Guts/Stop the Violence,"Guts - D 01065, Blood guts & pussy - D 01217, Straight from the decks : Guts finest selection from his famous DJ sets - 789.A"
https://play.qobuz.com/album/plnwh93ado6tc,783.VIV 4 (En rayon),"Antonio Vivaldi,Philippe Jaroussky,Artaserse",Antonio Barret,62,Vivaldi: Pietà. Sacred Works for Alto,,0,,,"Sur les traces de Antonio Vivaldi - D 03397, Antonio Vivaldi, sa vie, ses oeuvres Concerto en ut majeur RV 558 - D 54550, Sara Mingardo : Contralto - D 61832"
https://play.qobuz.com/album/xrytgurbz6pc1,,"Sedef Sebüktekin,Canozan",Sebastien Tellier,55,Bul Beni,,0,,,
,,Supertramp,Supertramp,100, ...Famous Last Words... ,Free As A Bird,45,Breakfast In America - Crime Of The Century (Deluxe) - Crisis- What Crisis- - Even In The Quietest Moments - Free As A Bird - Slow Motion - The Very Best Of Supertramp 2,__Autres/Supertramp/Free As A Bird,
,,The Flabbies,The Feelies,78,Back in Town,,0,,,
https://play.qobuz.com/album/wc0czyggqdrgb,,"Sophia Loren,Tonis Maroudas",Sophia Kennedy,69,I Varka Gyrise Moni (Recordings 1952-1958),,0,,,"Goodness, gracious ! : a musical portrait of Sophia Loren - D 56526"
