Sources Qobuz,Sources Bibli,Artist_A_rechercher,Artist_Possede,Artist_sim,Album_A_rechercher,Album_Possede,Album_sim,Liste_albums_pos,Path_Possede,Autres_albums_biblio
https://play.qobuz.com/album/ko50v41iergsa,,Francis Lai,Francis Lai,100,Un homme et une femme (Original Motion Picture Soundtrack),La leçon particulière,33,La leçon particulière - Mayerling,__B.O/La leçon particulière - Francis Lai,"Un plus une : bande originale du film - 786.1 UNP 1, Chacun sa vie : bande originale du film - D 31663, Les Plus belles mélodies du Cinéma : Extraits de Bandes Originales de films - D 04504, Inédits - D 04607"
https://play.qobuz.com/artist/28660,D 64995 (En rayon),Dalida,Dalida,100,Les Annees Barclay,Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 9],39,Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 10] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 11] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 12] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 13] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 14] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 15] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 16] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 17] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 1] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 20] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 21] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 22] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 2] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 3] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 4] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 5] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 6] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 7] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 8] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 9] - Les Diamants Sont Éternels - Vol.18 - Le Sixième Jour - Les Diamants Sont Éternels - Vol.19 - Mourir Sur Scène],__Autres/Dalida/Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 9],"Dalida : bande originale - D 65660, Dalida 66-67 Vol. 08 : Ciao amore ciao - D 35798 V.08, Dalida 56 - 57 Vol. 01 : Bambino - D 35798 V.01, Dalida 57 - 58 Vol. 02 : Come Prima - D 35798 V.02, Dalida 62 - 64 Vol. 06 : Le jour le plus long - D 35798 V.06"
https://play.qobuz.com/artist/20829,785.33 PLU (Temporairement indisponible),Charles Trenet,Charles Trenet,100,Disque D'or,Anthologie,0,"Anthologie - Intégrale Charles Trenet  - Volume 4 - Disc1 - 'Que Reste-t-il De Nos Amours' 1941-1943 - Intégrale Charles Trenet  - Volume 4 - Disc2 - 'Que Reste-t-il De Nos Amours' 1941-1943 - Intégrale Charles Trenet - Volume 10 - Disc1 - Moi j'aime le Music Hall 1949-1955 - Intégrale Charles Trenet - Volume 10 - Disc2 - Moi j'aime le Music Hall 1949-1955 - Intégrale Charles Trenet - Volume 11 - Disc1 - Le jardin extraordinaire 1955 - 1957 - Intégrale Charles Trenet - Volume 11 - Disc2 - Le jardin extraordinaire 1955 - 1957 - Intégrale Charles Trénet - Volume 1 - Disc1 - 'Charles Et Johnny' 1933-1936 - Intégrale Charles Trénet - Volume 1 - Disc2 - 'Charles Et Johnny' 1933-1936 - Intégrale Charles Trénet - Volume 12 - Disc1 - Le Piano De La Plage - Intégrale Charles Trénet - Volume 12 - Disc2 - Le Piano De La Plage - Intégrale Charles Trénet - Volume 2 - Disc1 - (1934-1938 - Y'a d'la joie) - Intégrale Charles Trénet - Volume 2 - Disc2 - (1934-1938 - Y'a d'la joie) - Intégrale Charles Trénet - Volume 3 - Disc1 - Boum 1933-1936 - Intégrale Charles Trénet - Volume 3 - Disc2 - Boum 1933-1936 - Intégrale Charles Trénet - Volume 6 - Disc1 - L'âme Des Poètes - Intégrale Charles Trénet - Volume 6 - Disc2 - L'âme Des Poètes - Intégrale Charles Trénet - Volume 7 - Disc1 - Formidable! - Intégrale Charles Trénet - Volume 7 - Disc2 - Formidable! - Intégrale Charles Trénet - Volume 8 - Disc1 -  La folle contrainte 1951-1952 - Intégrale Charles Trénet - Volume 8 - Disc2 -  La folle contrainte 1951-1952 - Intégrale Charles Trénet - Volume 9 - Disc1 - En avril à Paris 1952-1953 - Intégrale Charles Trénet - Volume 9 - Disc2 - En avril à Paris 1952-1953 - Intégrale Charles Trénet Vol. 5 (1943-1945) 'La Mer' Disc 1 - Intégrale Charles Trénet, Volume 5 (1943-1945) 'La Mer' [Disc 2] - La Mer - Remaster",__Autres/Charles Trenet/Anthologie,"Charles Trénet - D 14286, L'Extraordinaire Jardin de Charles Trenet - D 06815, Charles Trénet : 2 CD essentials - 788.TRE 3, Intégrale Charles Trénet vol.9 : ""En avril à Paris"" - D 36397 V.09"
https://play.qobuz.com/album/idmq03jiqx2cc,,Jean Ferrat,Bert Jansch,64,Deux enfants au soleil 1961,,0,,,"Jean Ferrat : Autres titres... issus de 45 tours 1961-1972 - D 61326 V.13, Jean Ferrat 1 - D 61326 V.01"
https://play.qobuz.com/album/0825646585083,,France Gall,France Gall,100,France Gall CD Story,France Gall,71,"Babacar - Dancing Disco - Débranche ! - France - France Gall - Le Tour De France 88 [Live] - Les années folles (Vinyle) - Made In France- France Gall's Baby Pop - Paris, France - Pleyel [Live] - Simple Je - Débranchée À Bercy 93 [Live] - Tout Pour La Musique - Évidemment - Les Raretés (2019)",__Autres/France Gall/France Gall,"France Gall au Zénith - D 47425, Pop à Paris. 05 : S.O.S. mesdemoiselles - D 23773 V.05"
,D 16286 (En rayon),Yves Duteil,Yves Duteil,100,Respect,L'Essentiel,44,Chante les enfants [Disc 1] - Chante les enfants [Disc 2] - Chemins De Liberté [Disc 1] - Chemins De Liberté [Disc 2] - Chemins De Liberté [Disc 3] - Chemins De Liberté [Disc 4] - Entre Elles Et Moi - L'Essentiel,__Autres/Yves Duteil/L'Essentiel,agiles - D 64356
https://play.qobuz.com/album/0073145361642,788.A 21 (En rayon),Boris Vian,Boris Vian,100,Le Déserteur,Inédits Radio,24,Cayendo Cayendo - Inédits Radio,__Autres/Boris Vian/Inédits Radio,"Boris Vian - D 27918, Boris Vian chante Boris Vian - D 58767, Le meilleur de Boris Vian : 17 chansons possibles et impossibles - D 59339, A Boris Vian : on n'est pas là pour se faire engueuler - D 73040, Boris Vian et les Zazous - D 47323"
https://play.qobuz.com/artist/31491,,Serge Gainsbourg,Serge Gainsbourg,100,L'Essentiel Des Albums Studio,Intégrale - L'Homme A Tête De Chou,49,Gainsbourg London Paris 1963 - 1971 - Intégrale - Archives télé radio - Intégrale - Aux armes et caetera - Intégrale - Cinéma Instrumentaux (1959 - 1986 - 2011) - Intégrale - Confidentiel - Intégrale - Du chant à la une - Intégrale - Histoire de melody nelson - Intégrale - Initial b.b - Intégrale - Jane Birkin et Serge Gainsbourg - Intégrale - L'Homme A Tête De Chou - Intégrale - Love on the beat - Intégrale - Mauvaises nouvelles des étoiles - Intégrale - N° 3 L'étonnant Serge Gainsbourg - Intégrale - N° 4 - Intégrale - N°2 - Intégrale - Percussions - Intégrale - Rock Around The Bunker - Intégrale - Single Et Duos (1975 - 1986 - 2011) - Intégrale - Vu De L'Exterieur - Intégrale - You're under arrest - Intégrale - inéma - London Paris 1963 - 1971,__Autres/Serge Gainsbourg/Intégrale - L'Homme A Tête De Chou,"Jane Birkin - Serge Gainsbourg - D 71048, L'étonnant Serge Gainsbourg : n° 3 - D 33804, Exploring the music of Serge Gainsbourg - D 12917, Great Jewish Music : Serge Gainsbourg - D 28716, Le cinéma de Serge Gainsbourg : Musiques de films 1959-1990 : extraits de bandes originales de films - 786.2 GAI 2 - Prêté, I love Serge : Electronica Gainsbourg - D 34097"
https://play.qobuz.com/album/0060253748632,,Jacques Brel,Jacques Brel,100,J'Arrive (Vol.12),Brel,33,Brel - Jacques Brel - INTEGRAL Jacques Brel 1953-1962 - Quinze Ans D'Amour,__Autres/Jacques Brel/Brel,"Jacques Brel : radioscopie de Jacques Chancel le 21 mai 1973 - D 22418, Le Monde symphonique de Jacques Brel - D 27810"
https://play.qobuz.com/album/el5eluyb50bqa,788.DAS 5 - D 30987 (En rayon - En rayon),Joe Dassin,Joe Dassin,100,Les Champs-Elysées,Les Deux Mondes De Joe Dassin (1967),43,Best Of L'Album Souvenir [Disc1] - Best Of L'Album Souvenir [Disc2] - Best Of L'Album Souvenir [Disc3] - Les Deux Mondes De Joe Dassin (1967),__Autres/Joe Dassin/Les Deux Mondes De Joe Dassin (1967),"Les indispensables de Joe Dassin : Vol. 1 - 788.DAS - Prêté, Une heure avec Joe Dassin. 02 - D 71407 V.02, Une heure avec Joe Dassin. 01 - D 71407 V.01, Joe Dassin chanté par... - 788 DAS, Dassin symphonique - D 53573"
https://play.qobuz.com/album/5099748077523,,Joe Dassin,Joe Dassin,100,Joe Dassin,Les Deux Mondes De Joe Dassin (1967),51,Best Of L'Album Souvenir [Disc1] - Best Of L'Album Souvenir [Disc2] - Best Of L'Album Souvenir [Disc3] - Les Deux Mondes De Joe Dassin (1967),__Autres/Joe Dassin/Les Deux Mondes De Joe Dassin (1967),"Les indispensables de Joe Dassin : Vol. 1 - 788.DAS - Prêté, Une heure avec Joe Dassin. 02 - D 71407 V.02, Une heure avec Joe Dassin. 01 - D 71407 V.01, Joe Dassin chanté par... - 788 DAS, Dassin symphonique - D 53573"
https://play.qobuz.com/album/5099748077622,D 32656 (En rayon),Joe Dassin,Joe Dassin,100,Le Jardin Du Luxembourg,Les Deux Mondes De Joe Dassin (1967),46,Best Of L'Album Souvenir [Disc1] - Best Of L'Album Souvenir [Disc2] - Best Of L'Album Souvenir [Disc3] - Les Deux Mondes De Joe Dassin (1967),__Autres/Joe Dassin/Les Deux Mondes De Joe Dassin (1967),
https://play.qobuz.com/album/z2m16h9w8v24b,788 DAS (En rayon),Joe Dassin,Joe Dassin,100,Joe,Les Deux Mondes De Joe Dassin (1967),19,Best Of L'Album Souvenir [Disc1] - Best Of L'Album Souvenir [Disc2] - Best Of L'Album Souvenir [Disc3] - Les Deux Mondes De Joe Dassin (1967),__Autres/Joe Dassin/Les Deux Mondes De Joe Dassin (1967),Les indispensables de Joe Dassin : Vol. 1 - 788.DAS - Prêté
https://play.qobuz.com/album/5099748077721,,Joe Dassin,Joe Dassin,100,Les Femmes De Ma Vie,Les Deux Mondes De Joe Dassin (1967),49,Best Of L'Album Souvenir [Disc1] - Best Of L'Album Souvenir [Disc2] - Best Of L'Album Souvenir [Disc3] - Les Deux Mondes De Joe Dassin (1967),__Autres/Joe Dassin/Les Deux Mondes De Joe Dassin (1967),
https://play.qobuz.com/artist/53106,,"Daniel Balavoine,Nanette Workman",Daniel Balavoine,100,Starmania (Original Cast Recording) [Remastered in 2009],Bonus Tracks [2010 Issue],38,Bonus Tracks [2010 Issue] - De Vous À Elle En Passant Par Moi - Face Amour Face Amère - Intégrale des Albums Studio (Edition 25è anniversaire) - Le Chanteur - Loin Des Yeux De L'Occident - Sauver L'amour - Un Autre Monde - Vendeurs De Larmes,__Autres/Daniel Balavoine/Bonus Tracks [2010 Issue],"Daniel Balavoine : vol. 1 - D 64071, Daniel Balavoine - D 63424, Balavoine sur scène : vol. 2 - D 47711 V.02, Balavoine - D 44433, L'intégrale des albums originaux - D 62373, Ses sept premières compositions - D 52874"
https://play.qobuz.com/artist/39274,,Julien Clerc,Julien Clerc,100,Inédits 68-97,100 Chansons - 1969-1972 [Disc 1],40,"100 Chansons - 1969-1972 [Disc 1] - 100 Chansons - 1980-1990 [Disc 3] - 100 Chansons - 1992-2005 [Disc 4] - 100 Chansons - Live Olympia 1970 [Disc 5] - 100 chansons - 1973-1979 [Disc 2] - Aime Moi - Des Jours Entiers À T'aimer - Femmes, Indiscrétion, Blasphème - Fou, Peut-Être - Jaloux - Julien - Julien Clerc - Les Incontournables - Liberté, Égalité, Fraternité... Ou La Mort - Niagara - Terre De France - This Melody - Utile",__Autres/Julien Clerc/100 Chansons - 1969-1972 [Disc 1],"Julien Clerc avec vous : Olympia 1974 - D 43903, Podium : bande originale du film - D 22706, Julien - D 23126, Les hits de mai 1968. 14 titres originaux. Extraits du hit parade ""Salut les copains"" de mai 68, avec les documents inédits. - Chomarat DISQ 2045, 1er album - D 46544"
https://play.qobuz.com/album/0724384272753,788.CLE - D 61659 (En rayon - En rayon),Julien Clerc,Julien Clerc,100,Je t'aime etc,Des Jours Entiers À T'aimer,55,"100 Chansons - 1969-1972 [Disc 1] - 100 Chansons - 1980-1990 [Disc 3] - 100 Chansons - 1992-2005 [Disc 4] - 100 Chansons - Live Olympia 1970 [Disc 5] - 100 chansons - 1973-1979 [Disc 2] - Aime Moi - Des Jours Entiers À T'aimer - Femmes, Indiscrétion, Blasphème - Fou, Peut-Être - Jaloux - Julien - Julien Clerc - Les Incontournables - Liberté, Égalité, Fraternité... Ou La Mort - Niagara - Terre De France - This Melody - Utile",__Autres/Julien Clerc/Des Jours Entiers À T'aimer,"Julien Clerc avec vous : Olympia 1974 - D 43903, Podium : bande originale du film - D 22706, Julien - D 23126, Les hits de mai 1968. 14 titres originaux. Extraits du hit parade ""Salut les copains"" de mai 68, avec les documents inédits. - Chomarat DISQ 2045, 1er album - D 46544"
https://play.qobuz.com/artist/36003,,Marc Lavoine,Marc Lavoine,100,Best Of 85-95,Je Reviens À Toi,41,...Les Amours Du Dimanche… - 7e Ciel - Adulte jamais - Faux Rêveur - Je Descends Du Singe - Je Reviens À Toi - Lavoine Matic - Les Duos De Marc - Morceaux D'amour [Disc 1] - Morceaux D'amour [Disc 2] - Morceaux D'amour [Disc 3] - Paris - Volume 10,__Autres/Marc Lavoine/Je Reviens À Toi,"Marc Lavoine - D 58358, Marc Lavoine 85-95 - D 66026, C'est ça Lavoine : L'essentiel de Marc Lavoine - D 66027, Je reviens à toi : édition limitée livre-disque - 788.LAV 5, Je reviens à toi - D 19583, Morceaux d'amour - 788.LAV 5 - Prêté, Lavoine matic - D 32166"
https://play.qobuz.com/artist/36003,D 45418 (En rayon),Marc Lavoine,Marc Lavoine,100,L'Heure D'Eté,Je Descends Du Singe,42,...Les Amours Du Dimanche… - 7e Ciel - Adulte jamais - Faux Rêveur - Je Descends Du Singe - Je Reviens À Toi - Lavoine Matic - Les Duos De Marc - Morceaux D'amour [Disc 1] - Morceaux D'amour [Disc 2] - Morceaux D'amour [Disc 3] - Paris - Volume 10,__Autres/Marc Lavoine/Je Descends Du Singe,"Marc Lavoine 85-95 - D 66026, C'est ça Lavoine : L'essentiel de Marc Lavoine - D 66027, Je reviens à toi : édition limitée livre-disque - 788.LAV 5, Je reviens à toi - D 19583, Morceaux d'amour - 788.LAV 5 - Prêté, Lavoine matic - D 32166"
https://play.qobuz.com/album/5099752049127,,Joe Dassin,Joe Dassin,100,Joe Dassin Éternel...,Les Deux Mondes De Joe Dassin (1967),60,Best Of L'Album Souvenir [Disc1] - Best Of L'Album Souvenir [Disc2] - Best Of L'Album Souvenir [Disc3] - Les Deux Mondes De Joe Dassin (1967),__Autres/Joe Dassin/Les Deux Mondes De Joe Dassin (1967),"Les indispensables de Joe Dassin : Vol. 1 - 788.DAS - Prêté, Une heure avec Joe Dassin. 02 - D 71407 V.02, Une heure avec Joe Dassin. 01 - D 71407 V.01, Joe Dassin chanté par... - 788 DAS, Dassin symphonique - D 53573"
https://play.qobuz.com/album/0060121592422,,C. Jérôme,Jérôme Echenoz,73,Baby Boy,,0,,,"25 ans de succès - D 27192, Radio 70 - D 41976, Ce garçon-là... - D 05225"
https://play.qobuz.com/album/5060525432361,D 70294 (En rayon),Gerard Depardieu,Gérard Calvi,64,Depardieu Chante Barbara,,0,,,
https://play.qobuz.com/artist/1586744,,Voyou,Voyou,100,Le confort,Chroniques terrestres (Vol.1),39,Chroniques terrestres (Vol.1) - Les Royaumes Minuscules - Les bruits de la ville (Edition deluxe),__Autres/Voyou/Chroniques terrestres (Vol.1),"Voyou - D 56125, Chien de voyou - D 02208"
https://play.qobuz.com/album/ht8e4qjokh9la,,Phanee de Pool,Phanee de Pool,100,Bâton vanille,Amstram,30,Algorythme - Amstram - Hologramme,__Autres/Phanee de Pool/Amstram,
https://play.qobuz.com/album/l9e1a2vsi4i9a,D 59830 (En rayon),The Pirouettes,The Ronettes,85,Carrément carrément,,0,,,Equilibre - D 67976
https://play.qobuz.com/album/0886446579122,D 25360 (En rayon),Gael Faure,Flaural,71,Regain,,0,,,L'eau et la peau - D 69123
https://play.qobuz.com/album/qviuce82qldcc,,Juliette,Juliette,100,J'aime pas la chanson,Intégrale Juliette [Disc ] Deux Pianos [Live],39,Bijoux & Babioles - Intégrale Juliette [Disc 02] No Parano - Intégrale Juliette [Disc 12] La Premiere Cassette - Intégrale Juliette [Disc ] Assassins Sans Couteaux - Intégrale Juliette [Disc ] Deux Pianos [Live] - Intégrale Juliette [Disc ] En Concert Au Grand Rex 2005 - Intégrale Juliette [Disc ] Irrésistible - Intégrale Juliette [Disc ] Le Festin De Juliette - Intégrale Juliette [Disc ] Mutatis Mutandis - Intégrale Juliette [Disc ] Rimes Feminines - Intégrale [Disc 13] - Inédits et duos - Nour - ¿ Qué Tal - [Live],__Autres/Juliette/Intégrale Juliette [Disc ] Deux Pianos [Live],"Roméo et Juliette : opéra en 5 actes - D 29486, Roméo et Juliette : ballet intégral - D 31467, Roméo et Juliette : Opéra en 9 numéros - D 22252"
https://play.qobuz.com/artist/748339,,Junior Family,Fonky Family,64,Le top français des années 90 (100 titres),,0,,,"Inna roots tradition - D 25111, Human wheels - D 07926"
https://play.qobuz.com/artist/183804,,Clou,Clou,100,Génération(s) Eperdue(s),À l'évidence,33,Orages - À l'évidence,__Autres/Clou/À l'évidence,"Des clous - D 00277, Orages - D 71051"
https://play.qobuz.com/album/0060254731801,,"Jeanne Moreau,Marguerite Duras",Jeanne Moreau,100,Chanson française,Les Chansons De Clarisse,63,12 Chansons - Album Collection [Disc 1] - Album Collection [Disc 2] - Jacques Prevert - Artistes Divers - Le Tourbillon - Les Chansons De Clarisse,__Autres/Jeanne Moreau/Les Chansons De Clarisse,"JACQUES CANETTI PRESENTE JEANNE MOREAU - D 27791, L'humeur vagabonde : hommage à Jeanne Moreau - D 35886, Jeanne chante Jeanne - D 11674"
https://play.qobuz.com/album/3377767021126,,Christophe Rippert,Christophe Julien,74,Un amour de vacances,,0,,,
https://play.qobuz.com/album/jvab8wrmoam4a,,"Dom La Nena,Rosemary Standley,Birds on a Wire",Nana Adjoa,67,Ramages,,0,,,
https://play.qobuz.com/album/xvcmupaxbjtpb,,Tim Dup,Dub Inc,57,Mélancolie heureuse - Nouvelle impression,,0,,,"Qu'en restera-t-il ? - D 69835, Mélancolie heureuse - D 21812"
https://play.qobuz.com/album/3610157999132,,"Clea Vincent,Baptiste W. Hamon",Vincent Liben,80,"Non mais oui, vol. 2",,0,,,"Nuits sans sommeil - D 58200, Advitam aeternamour - 788.VIN 62 73, Retiens mon désir - D 59579"
https://play.qobuz.com/album/mnujcvzkqe28b,,Rachid Taha,Rachid Taha,100,Je suis africain,Diwân,29,Bonjour - Diwan 2 - Diwân - Zoom,__Autres/Rachid Taha/Diwân,Rachid Taha - D 28147
https://play.qobuz.com/album/5099748077523,,Joe Dassin,Joe Dassin,100,Une Heure Avec Joe Dassin - Vol. 2,Les Deux Mondes De Joe Dassin (1967),57,Best Of L'Album Souvenir [Disc1] - Best Of L'Album Souvenir [Disc2] - Best Of L'Album Souvenir [Disc3] - Les Deux Mondes De Joe Dassin (1967),__Autres/Joe Dassin/Les Deux Mondes De Joe Dassin (1967),"Les indispensables de Joe Dassin : Vol. 1 - 788.DAS - Prêté, Une heure avec Joe Dassin. 02 - D 71407 V.02, Une heure avec Joe Dassin. 01 - D 71407 V.01, Joe Dassin chanté par... - 788 DAS, Dassin symphonique - D 53573"
,D 65042 (En rayon),Hubert Lenoir,Noir Désir,61,Darlène,,0,,,
https://play.qobuz.com/artist/7188280,,George Ka,George Ka,100,Saigon,Par avance,25,Les Rebords du Monde - Par avance,__Autres/George Ka/Par avance,Les rebords du monde - 788.GEO 5
https://play.qobuz.com/album/xl10ccogjxl7o,D 22762 (En rayon),Pierre Barouh,Pierre Bachelet,71,"Ça va, ça vient",,0,,,"Les années disc'AZ, 1963-1966 : l'intégrale des chansons - D 59429, Les années Saravah 1967 - 2002 - D 65059, Own sound...numéro un - D 11093 V.01, Sierras - D 23133, Daltonien - D 25214, Itchi go itchi e : une rencontre, une ocasion - D 22493"
https://play.qobuz.com/album/ccoljmdosnlk9,D 55384 (En rayon),Têtes Raides,Tessa Rae,67,L'an demain,,0,,,"Ginette : 10 ans de Têtes Raides - D 55370, Not dead but bien raides - D 28124, Chansons du bord de zinc : Vol. 1 - D 36471 V.01, Les terriens - D 52137"
https://play.qobuz.com/album/wwts54qctaioa,,George Walker,George Ka,73,George Walker in Recital,,0,,,
https://play.qobuz.com/album/5060107728066,,"Jacques Higelin,Brigitte Fontaine",Jacques Higelin,100,13 chansons d'avant le deluge,Champagne pour tout le monde,35,Champagne pour tout le monde - Tombé Du Ciel,__Autres/Jacques Higelin/Champagne pour tout le monde,"Jacques Canetti présente Jacques Higelin - D 15339, Pour tout le monde : Le meilleur de Jacques Higelin - D 45400, Higelin 75 - 788.HIG 42, Higelin 82 - D 44168, Au coeur d'Higelin - D 49976, Higelin à Mogador ; Hold tight - D 43629, Adieu tristesse - D 66016"
https://play.qobuz.com/album/kh6mytx8qrtqb,D 31028 (En rayon),Debout Sur Le Zinc,Vincent Delerm,56,Les promesses,,0,,,"Debout sur le Zinc - D 51642, Les promesses - D 31028"
https://play.qobuz.com/album/z803fhqubgorc,D 59198 (En rayon),Arthur H,Arthur Satàn,70,Soleil dedans,,0,,,"Arthur H - D 59041, Jack et la mécanique du coeur : bande originale du film par Dionysos ; Olivia Ruiz, Arthur H, Emily Loizeau... ; Stéphane Berla et Mathias Malzieu, réalisateurs - D 33329, Cuisine non-stop : Luaka Bop présente : Introduction to the french nouvelle generation ; David Byrne, compilateur - D 37993"
,,Jessé Garon',BARON.E,67,Lucky Dom Dom,,0,,,"Etre jeune - D 00319, Prince du Rock'n'Roll - D 14024"
https://play.qobuz.com/album/h62t8re0ulgwc,,Frànçois & The Atlas Mountains,François & The Atlas Mountains,100,Royan,Piano Ombre,38,Slow Steps in the Snow - Banane Bleue - E Volo Love - Piano Ombre - Plaine Inondable - Solide Mirage,,"Piano ombre - D 59190, Plaine inondable - D 23776, E volo love - D 48347, Banane bleue - 788.FRA 62 24, Solide mirage - D 66520, Âge fleuve - 788.FRA 62 24"
https://play.qobuz.com/artist/38269,,I Monster,I Monster,100,The Chill Out Room,Neveroddoreven,25,Neveroddoreven - Neveroddoreven_Deluxe,__Autres/I Monster/Neveroddoreven,"Northern electronic - D 08922, The Salinas sessions - D 13941, Dopes of infinity - D 09632"
https://play.qobuz.com/album/0828767088525,,Baccara,Baccara,100,Best Of,The Very Best Of,61,The Very Best Of,__Autres/Baccara/The Very Best Of,All love - D 45656
https://play.qobuz.com/artist/71871,,Baccara,Baccara,100,Ultimate 70's Party,The Very Best Of,29,The Very Best Of,__Autres/Baccara/The Very Best Of,All love - D 45656
https://play.qobuz.com/artist/370648,,Thierry Pastor,Thievery Corporation,65,Tubes Années 80 - Spécial Variété Française by Hotmixradio,,0,,,Les Années FM - D 47380
https://play.qobuz.com/album/v09t89nol779b,,Zambla,Ambala,83,Zambla,,0,,,
,,Ray Ventura Et Ses Collégiens,Chinese Restaurant,55,"Tout va très bien, Madame la Marquise",,0,,,"Avoir un bon copain - 788 A, Les belles chansons de l'été 36 - D 62240, 100 chansons tricolores 1939-1945 - D 70279, Intégrale Charles Trénet vol. 2 : ""Y'a d'la joie"" : The complete Charles Trénet (1934-1938) - D 36397 V.02, Eux aussi ils ont été petits ! - D 70191"
https://play.qobuz.com/album/hykljh8dza4vc,,Bob Azzam,Jazzamor,71,Les Annees Barclay,,0,,,
https://play.qobuz.com/artist/55402,,Christophe,Christophe,100,Best of (Collector),Les Vestiges Du Chaos,21,Les Vestiges Du Chaos,__Autres/Christophe/Les Vestiges Du Chaos,
https://play.qobuz.com/artist/25093598,,Charles Aznavour,Charles Aznavour,100,Entre deux rêves (Remastered 2014),CD5 I Que C'est Triste Venise N° 05,44,"CD1 I Aznavour- Les Années Barclay 1960-1983 N° 01 (Les Deux Guitares - Je M'Voyais Déjà - Il Faut Savoir) - CD10 I Idiote Je T'aime... - Visages De L'amour - CD11 I Hier...Encore - Voilà Que Tu Reviens - CD12 I Je N'ai Pas Vu Le Temps Passer... - Un Enfant Est Né - CD13 I Autobiographie - Je Fais Comme Si - CD14 I Une Première Danse - Charles Chante Aznavour & Dimey - CD15 I Charles Aznavour Chante En Anglais - CD16 I Charles Aznavour Chante En Italien - CD17 I Aznavour Canta En Espagnol - CD18 I Charles Aznavour Chante En Allemand - CD19 I Azanavour - World Of - CD2 I Aznavour- Les Années Barclay 1960-1983 N° 02 (Alléluia - Qui -) - CD20 I Live In Tokyo - CD3 I Intégrale - N° 03 Charles Aznavour - CD4 I Aznavour- Les Années Barclay 1960-1983 N° 04 Vol2 Et Vol 3 - CD5 I Que C'est Triste Venise N° 05 - CD6 I La Bohème - CD7 I Vol N°4 - CD8 I DÉSORMAIS Į - CD9 I NON, JE N'AI RIEN OUBLIÉ I",__Autres/Charles Aznavour/CD5 I Que C'est Triste Venise N° 05,"Entretien avec Charles Aznavour : Interview d'Alain Poulanges pour - D 15708, Charles Aznavour - D 58276, Bravos du music-hall à Charles Aznavour - D 12776, Charles chante Aznavour et Dimey - D 11766, Les années Barclay : 1960-1983 - D 66090"
https://play.qobuz.com/album/0073145582972,,Jean-Luc Lahaye,Jenia Lubich,59,Le Meilleur De Jean-Luc Lahaye,,0,,,"Peur - D 70974, Femme que j'aime - D 42121"
https://play.qobuz.com/album/0073145316352,,Lilicub,Lili Em,57,Lilicub,,0,,,"Lilicub - D 08014, Voyage en Italie Au bout du compte Paris au mois d'août Dieu Le tango Ma reine musette Le temps des cerises Lilicub mambo J'ai croisé ton regard Le solex Pile ou face J'attends l'été - D 27851, La grande vacance - D 09903, Zoom - D 10019"
https://play.qobuz.com/album/5099920748951,788.CAR 5 (En rayon),Carlos,Carla,73,tout nu tout bronze,,0,,,"Las 60 mejores canciones de Carlos Gardel - D 11059, Carlos Zingaro solo - D 11047, La fête avec Carlos - D 28650, Carlos Kleiber conducts Johann Strauss : concert du nouvel 88/89 à Vienne - D 08681"
https://play.qobuz.com/album/pvllvscqfd4ac,D 28650 (En rayon),Carlos,Carla,73,La fête avec Carlos,,0,,,"Las 60 mejores canciones de Carlos Gardel - D 11059, Carlos Zingaro solo - D 11047, La fête avec Carlos - D 28650, Carlos Kleiber conducts Johann Strauss : concert du nouvel 88/89 à Vienne - D 08681"
https://play.qobuz.com/album/3700368445723,,Philippe Chany & Les Nuls,Annie Philippe,65,Les Nuls - La Cité de la Peur (Une comédie familiale),,0,,,
https://play.qobuz.com/album/0060075323328,,Charlotte Marin,Charlotte Gainsbourg,74,Trentenaire A Vif,,0,,,"Et en plus je cuisine... - D 35179, Chansons interlopes (1906-1966). - Chomarat DISQ 2034"
,,Oldelaf et Monsieur D.,Of Monsters and Men,65,L'Album de la maturité,,0,,,"Dernière chance d'être disque d'or - D 52381, Chansons cons - D 24261"
