Artist_A_rechercher,Artist_Possede,Artist_sim,Album_A_rechercher,Album_Possede,Album_sim,Liste_albums_pos,Path_Possede
Gérard Lenorman,Bernard Herrmann,71,French Classics,,0,,
Julien Clerc,Julien Clerc,100,A Rendez-Vous With Julien Clerc,Julien Clerc,56,"100 Chansons - 1969-1972 [Disc 1] - 100 Chansons - 1980-1990 [Disc 3] - 100 Chansons - 1992-2005 [Disc 4] - 100 Chansons - Live Olympia 1970 [Disc 5] - 100 chansons - 1973-1979 [Disc 2] - Aime Moi - Des Jours Entiers À T'aimer - Femmes, Indiscrétion, Blasphème - Fou, Peut-Être - Jaloux - Julien - Julien Clerc - Les Incontournables - Liberté, Égalité, Fraternité... Ou La Mort - Niagara - Terre De France - This Melody - Utile",/mnt/m/musiques/__Autres/Julien Clerc/Julien Clerc
Julien Clerc,Julien Clerc,100,Aimer,Aime Moi,62,"100 Chansons - 1969-1972 [Disc 1] - 100 Chansons - 1980-1990 [Disc 3] - 100 Chansons - 1992-2005 [Disc 4] - 100 Chansons - Live Olympia 1970 [Disc 5] - 100 chansons - 1973-1979 [Disc 2] - Aime Moi - Des Jours Entiers À T'aimer - Femmes, Indiscrétion, Blasphème - Fou, Peut-Être - Jaloux - Julien - Julien Clerc - Les Incontournables - Liberté, Égalité, Fraternité... Ou La Mort - Niagara - Terre De France - This Melody - Utile",/mnt/m/musiques/__Autres/Julien Clerc/Aime Moi
Alain Souchon,Alain Bashung,69,C'est déjà ça,,0,,
Maxime Le Forestier,Marie Laforêt,62,CD Story,,0,,
Sardè Philippe,Philippe Sarde,100,Cesar et Rosalie,Les Egares,54,Les Egares,/mnt/m/musiques/__B.O/Les Egares - Philippe Sarde
Vladimir Cosma,Vladimir Cosma,100,La chèvre (Bande originale du film de Francis Veber),La Boum,38,Alexandre le bienheureux - Clérambard - Bande originale des films Louis de Funès Vol.2 - Cosma Vol.22 - Diva - La Boum - La Chèvre - Le Jouet - Le Grand Blond Avec Une Chaussure Noire - La Gloire de mon Père - Le Château de ma mère - Les Aventures De Rabbi Jacob - Lévy Et Goliath - Les Plus Belles Musiques De Films - Musiques de Films 1982 - 1984 - Un Éléphant Ça Trompe Énormément - Nous Irons Tous Au Paradis - Le Bal Des Casse-Pieds - Vladimir Cosma Dirige L'Orchestre National De Lyon - [Disc10] B.O. De Films De Jean-Pierre Mocky - [Disc11] Adiós - [Disc12] La Vache Et Le Président - [Disc13] L'Homme De Suez - Les grandes familles - [Disc14] Catherine & compagnie - Jamais avant le mariage - L'étincelle - [Disc15] Till We Meet Again - [Disc16] Albert Est Méchant - La Soif De L'or - [Disc17] Ils Sont Grands Ces Petits - La Galette Du Roi - Retenez-Moi... Ou Je Fais Un Malheur ! - [Disc1] Banzaï - Vous n'aurez pas l'Alsace et la Lorraine - [Disc2] B.O.F. (Le Coup Du Parapluie) - [Disc3] B.O.F. (La Chambre Des Dames) - [Disc4] Le Fils Du Français - Soleil - [Disc5] Les Mondes Engloutis - Biniki Le Dragon Rose - La Petite Allumeuse - [Disc6] B.O.F. (Le Jumeau) - [Disc7] La Trilogie Marseillaise - Marius - Fanny - César - La Femme Du Boulanger - Le Schpountz - [Disc8] Le Bar Du Téléphone - Mort Un Dimanche De Pluie - [Disc9] Les Cœurs Brûlés - Le Monde À L'envers - Le Cheval De Cœur,/mnt/m/musiques/__B.O/La Boum - Vladimir Cosma
Il Est Vilaine,Best Laid Plans,62,Lumière noire 01 - EP,,0,,
Patrick Coutin,Marc Collin,64,J'aime regarder les filles,,0,,
Tarmac,Kormac,67,Notre Epoque,,0,,
Joséphine Baker,Josephien,67,50 Super Hits,,0,,
Blues Trottoir,Fabulous Trobadors,62,Histoires courtes,,0,,
PHANTOM-DJ,Phantogram,70,Select of Harmonie,,0,,
IAM,Iam,100,Saison 5,Ombre Est Lumière,24,L'école Du Micro D'argent (Edition Collector) - Ombre Est Lumière,/mnt/m/musiques/__Autres/Iam/Ombre Est Lumière
Radio Elvis,Roméo Elvis,73,Les Conquêtes,,0,,
Baba Sissoko,Baba Stiltz,61,Three Gees,,0,,
Flavien Berger,Flavien Berger,100,Mars balnéaire,Arco Iris,43,Arco Iris - Léviathan - Music for Maison d'en face,/mnt/m/musiques/__Autres/Flavien Berger/Arco Iris
France Gall,France Gall,100,Best Of,Les années folles (Vinyle),33,"Babacar - Dancing Disco - Débranche ! - France - France Gall - Le Tour De France 88 [Live] - Les années folles (Vinyle) - Made In France- France Gall's Baby Pop - Paris, France - Pleyel [Live] - Simple Je - Débranchée À Bercy 93 [Live] - Tout Pour La Musique - Évidemment - Les Raretés (2019)",/mnt/m/musiques/__Autres/France Gall/Les années folles (Vinyle)
"André Pascal,Raymond Lefèvre,Paul Mauriat",Pascal Comelade,74,Le gendarme à Saint-Tropez (Cinéma),,0,,
Stacey Kent,Saint Stacy,73,Raconte-Moi,,0,,
"Michel Legrand,Agnes Varda,Corinne Marchand",Michel Legrand,100,Cléo de 5 à 7 – EP,[Disc 1] Les Moulins De Son Coeur- Jazz,38,"Legrand (re)imagined - Les Demoiselles De Rochefort - Les Demoiselles De Rochefort [Disc1] - Les Demoiselles De Rochefort [Disc2] - Les demoiselles de Rochefort - Intégrale 50éme anniversaire [Disc4] - Les demoiselles de Rochefort - Intégrale 50éme anniversaire [Disc5] - Michel Legrand - Hier & demain - The Young Girls Of Rochefort (N°5) [D] - [Disc 10] Michel Legrand Les Moulins De Son Cœur - Spectacles Musicaux 1965-92 - [Disc 11] Michel Legrand Les Moulins De Son Cœur - Dessins Animés 1971-82 - [Disc 12] Anthology 13 Hommage à Alain Delon - Tribute to Alain Delon - [Disc 13] Les Moulins De Son Cœur- Jean-Paul Rappeneau - 1965-1975 - [Disc 14] Sarah Vaughan-Phil Woods, Michel Legrand - [Disc 15] Stéphane Grappelli & Michel Legrand - [Disc 16] Michel Legrand Les Moulins De Son Cœur - Legrand Cinéma-The Concert Legrand 1967-75 - [Disc 17] Michel Legrand Les Moulins De Son Cœur - Ouvrages Symphoniques 1981-2017 - [Disc 18] Michel Legrand Les Moulins De Son Cœur - Famous, Rare Or Previously Unreleased Soundtracks (I) 1968-90 - [Disc 19] Michel Legrand Les Moulins De Son Cœur - Famous, Rare Or Previously Unreleased Soundtracks (II) 1974-2018 - [Disc 1] Les Moulins De Son Coeur- Jazz - [Disc 20] Michel Legrand Les Moulins De Son Cœur - Rare And Curious Pieces 1956-2002 [Disc 20] - [Disc 2] Michel Legrand Les Moulins De Son Cœur - Vocal I 1964-65 - [Disc 3] Michel Legrand Les Moulins De Son Cœur - Vocal II 1969-81 - [Disc 4] Les Moulins De Son Coeur- Nouvelle Vague - [Disc 5] Michel Legrand Anthology- 07 Jacques Demy & Michel Legrand 1960-1988 - [Disc 6] Les Moulins De Son Cœur- Hommage À Steeve McQueen -1960-80 - [Disc 7] Michel Legrand Les Moulins De Son Cœur - Deux Saxophonistes- Stan Gets & Bud Shank 1969-1971 - [Disc 8] Michel Legrand Les Moulins De Son Cœur - Interprètes Francophones 1962-2015 - [Disc 9] Michel Legrand Les Moulins De Son Cœur - Interprètes Internationaux 1958-2011",/mnt/m/musiques/__Autres/Michel Legrand/[Disc 1] Les Moulins De Son Coeur- Jazz
Mouloudji,Moodoïd,62,Comme un p'tit coquelicot,,0,,
Andre Bourvil,Bourvil,70,Du Rire Aux Larmes,,0,,
Thomas Fersen,Thomas Feiner,77,Qu4tre,,0,,
Gaël Faye,France Gall,70,Rythmes et botanique,,0,,
"Les Négresses Vertes,Massive Attack",Les Négresses Vertes,100,10 Remixes 87-93,Famille Nombreuse,24,Famille Nombreuse - Mlah - À L'affiche,/mnt/m/musiques/__Autres/Les Négresses Vertes/Famille Nombreuse
17 Hippies,Annie Philippe,50,El Dorado,,0,,
Alexis HK,The Bangles,60,Les Affranchis,,0,,
"Pierre Perret,Les Ogres De Barback,Magyd Cherfi,Didier Wampas,Idir,Massilia Sound System,Tryo,Olivia Ruiz,Mouss Et Hakim,François Morel,Danyèl Waro,Rosemary Standley,Loïc Lantoine,Féfé,Christian Olivier,Benoît Morel,Alexis HK,Flavia Coelho",Pierre Perret,100,La tribu de Pierre Perret au café du canal,Le Monde de Pierrot (Best of 2CD),46,Le Monde De Pierrot (Le Coeur À Rire) - Le Monde de Pierrot (Best of 2CD),/mnt/m/musiques/__Autres/Pierre Perret/Le Monde de Pierrot (Best of 2CD)
Alexis HK,The Bangles,60,Comme un ours,,0,,
Fernandel,Fernandel,100,125 succès essentiels et chansons rares,Platinum Collection - Triple Album,31,Le Flamboyant [Disc 1] - Le Flamboyant [Disc 2] - Platinum Collection - Triple Album,/mnt/m/musiques/__Autres/Fernandel/Platinum Collection - Triple Album
Henri Salvador,Henry Salvador,93,l'indispensable,Les grandes chansons,46,Les grandes chansons,/mnt/m/musiques/__Autres/Henry Salvador/Les grandes chansons
Dick Annegarn,Mark Lanegan,64,Sacré Géranium,,0,,
Anna Karina,Anna Karina,100,BOF Anna,Je Suis Une Aventurière,19,Je Suis Une Aventurière,/mnt/m/musiques/__Autres/Anna Karina/Je Suis Une Aventurière
Lior Shoov,Howard Shore,55,Lior Shoov,,0,,
Petula Clark,Petula Clark,100,C'est Ma Chanson,Chariot,43,Chariot - Les Plus Grands Succès De Petula Clark - Petula,/mnt/m/musiques/__Autres/Petula Clark/Chariot
Dario Moreno,Dario Moreno,100,Best Of,Best Of Gold Dario Moreno [Disc 2],44,Best Of Gold Dario Moreno [Disc 1] - Best Of Gold Dario Moreno [Disc 2] - C'est magnifique - Dansons mon amour - Dario Moreno - Oh! Que Dario! Best Of Dario Moreno - Remastered Hits - Si tu vas à Rio - Viens,/mnt/m/musiques/__Autres/Dario Moreno/Best Of Gold Dario Moreno [Disc 2]
Dalida,Dalida,100,40 Succes En Or,Les Diamants Sont Éternels - Vol.19 - Mourir Sur Scène],34,Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 10] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 11] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 12] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 13] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 14] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 15] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 16] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 17] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 1] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 20] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 21] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 22] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 2] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 3] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 4] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 5] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 6] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 7] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 8] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 9] - Les Diamants Sont Éternels - Vol.18 - Le Sixième Jour - Les Diamants Sont Éternels - Vol.19 - Mourir Sur Scène],/mnt/m/musiques/__Autres/Dalida/Les Diamants Sont Éternels - Vol.19 - Mourir Sur Scène]
Pink Martini,Ariel Pink,73,Sympathique,,0,,
Niagara,Diagrams,67,Encore un dernier baiser,,0,,
Dub Silence,Dub Inc,78,Sortie de Piste,,0,,
French 79,French 79,100,Angel,TEENAGERS,43,Joshua - Olympic - TEENAGERS,/mnt/m/musiques/__Autres/French 79/TEENAGERS
Clément Froissart,Secret of Elements,63,Peupleraie,,0,,
Gilbert Bécaud,Gilbert Bécaud,100,Gilbert Becaud (1964-1966) [2011 Remastered] [Deluxe version],Je reviens te chercher,33,Je reviens te chercher,/mnt/m/musiques/__Autres/Gilbert Bécaud/Je reviens te chercher
"Jeanne Moreau,Yves Duteil",Jeanne Moreau,100,Entre elles et moi,Le Tourbillon,39,12 Chansons - Album Collection [Disc 1] - Album Collection [Disc 2] - Jacques Prevert - Artistes Divers - Le Tourbillon - Les Chansons De Clarisse,/mnt/m/musiques/__Autres/Jeanne Moreau/Le Tourbillon
Yael Naim,Mychael Danna,64,How Will I Know,,0,,
Pink Martini,Ariel Pink,73,Dream a Little Dream,,0,,
Pépite,Pépite,100,Sensations,Renaissance,48,Renaissance - Reve Realite - Virages,/mnt/m/musiques/__Autres/Pépite/Renaissance
Bon Voyage Organisation,Bon Voyage Organisation,100,Goma (Radio Edit),La Course,31,(Loin des) Rivages - La Course - Xīngyè,/mnt/m/musiques/__Autres/Bon Voyage Organisation/La Course
"Woodkid,Louis Garrel",Woodkid,100,L'aérogramme de Los Angeles,The Golden Age,44,The Golden Age,/mnt/m/musiques/__Autres/Woodkid/The Golden Age
Hervé,Hervé,100,La peur des mots,Hyper,29,Hyper,/mnt/m/musiques/__Autres/Hervé/Hyper
Minuit,Inuit,91,Vertigo,Action,46,Action - Always Kévin - EP,/mnt/m/musiques/__Autres/Inuit/Action
Gloria Lasso,Gloria,67,Gloria Lasso,,0,,
LE NOISEUR,Le Noiseur,100,Summer Slow 88,Du bout des lèvres,38,Du bout des lèvres - Relax,/mnt/m/musiques/__Autres/Le Noiseur/Du bout des lèvres
"David Shaw and The Beat,Jen Cardini",Brian Eno & David Byrne,59,So it Goes (The Dance Versions),,0,,
"Izïa,Dominique A","Izzie, Jairos & Alishya",67,Citadelle,,0,,
"Bon Entendeur,Mouloudji",Bon Entendeur,100,"L'amour, l'amour, l'amour",Aller-Retour,40,Aller-Retour - Minuit - Rivages,/mnt/m/musiques/__Autres/Bon Entendeur/Aller-Retour
Yves Montand,Yves Montand,100,La Chansonnette,100e Anniversaire Philips 1945-1948,28,100e Anniversaire Philips 1945-1948 - 100e Anniversaire Philips 1948-1950 - 100e Anniversaire Philips 1950-1952 - 100e Anniversaire Philips 1953-1955 - 100e Anniversaire Philips 1955-1957 - 100e Anniversaire Philips 1958-1960 - 100e Anniversaire Philips 1961-1962 - 100e Anniversaire Philips 1962-1964 - 100e Anniversaire Philips 1964-1968 - 100e Anniversaire Philips 1978-1989 - 100e Anniversaire Philips En public - 100e Anniversaire Philips In English & For Movies,/mnt/m/musiques/__Autres/Yves Montand/100e Anniversaire Philips 1945-1948
Richard Anthony,Richard Houghten,71,Les plus grandes chansons,,0,,
Caloé,Alkyone,67,Un amour impossible (Original Motion Picture Soundtrack),,0,,
Blossom Dearie,Orange Blossom,71,Whisper For You,,0,,
Magali Noël,Malaimé Soleil,64,Rock And Roll,,0,,
Léo Ferré,Fred Pallem,60,50 Plus Belles Chansons,,0,,
Jacques Brel,Jacques Brel,100,Infiniment,Quinze Ans D'Amour,29,Brel - Jacques Brel - INTEGRAL Jacques Brel 1953-1962 - Quinze Ans D'Amour,/mnt/m/musiques/__Autres/Jacques Brel/Quinze Ans D'Amour
Enzo Enzo,Jenö Jandó,63,Deux,,0,,
Colette Magny,Maggy Bolle,67,Melocoton,,0,,
Isabelle Adjani,Daniel Spaleniak,58,Isabelle Adjani,,0,,
Serge Gainsbourg,Serge Gainsbourg,100,N°4,Intégrale - N° 4,38,Gainsbourg London Paris 1963 - 1971 - Intégrale - Archives télé radio - Intégrale - Aux armes et caetera - Intégrale - Cinéma Instrumentaux (1959 - 1986 - 2011) - Intégrale - Confidentiel - Intégrale - Du chant à la une - Intégrale - Histoire de melody nelson - Intégrale - Initial b.b - Intégrale - Jane Birkin et Serge Gainsbourg - Intégrale - L'Homme A Tête De Chou - Intégrale - Love on the beat - Intégrale - Mauvaises nouvelles des étoiles - Intégrale - N° 3 L'étonnant Serge Gainsbourg - Intégrale - N° 4 - Intégrale - N°2 - Intégrale - Percussions - Intégrale - Rock Around The Bunker - Intégrale - Single Et Duos (1975 - 1986 - 2011) - Intégrale - Vu De L'Exterieur - Intégrale - You're under arrest - Intégrale - inéma - London Paris 1963 - 1971,/mnt/m/musiques/__Autres/Serge Gainsbourg/Intégrale - N° 4
Brigitte Bardot,Brigitte Bardot,100,Master Serie 2CD,Brigitte Bardot,39,Brigitte Bardot,/mnt/m/musiques/__B.O/Brigitte Bardot - Brigitte Bardot
Yves Montand,Yves Montand,100,C'est si bon + 49 succès de Yves Montand (Chanson française),100e Anniversaire Philips In English & For Movies,35,100e Anniversaire Philips 1945-1948 - 100e Anniversaire Philips 1948-1950 - 100e Anniversaire Philips 1950-1952 - 100e Anniversaire Philips 1953-1955 - 100e Anniversaire Philips 1955-1957 - 100e Anniversaire Philips 1958-1960 - 100e Anniversaire Philips 1961-1962 - 100e Anniversaire Philips 1962-1964 - 100e Anniversaire Philips 1964-1968 - 100e Anniversaire Philips 1978-1989 - 100e Anniversaire Philips En public - 100e Anniversaire Philips In English & For Movies,/mnt/m/musiques/__Autres/Yves Montand/100e Anniversaire Philips In English & For Movies
Alain Bashung,Alain Bashung,100,Pizza,Climax [Disc 2],36,Bijoux Bijoux [Disc 1] - Bijoux Bijoux [Disc 2] - Bijoux Bijoux [Disc 3] - Climax [Disc 1] - Climax [Disc 2],/mnt/m/musiques/__Autres/Alain Bashung/Climax [Disc 2]
Barbara,Barbarossa,82,L'Aigle Noir,,0,,
Philippe Katerine,Annie Philippe,77,Philippe Katerine,,0,,
Alain Bashung,Alain Bashung,100,Fantaisie Militaire,Climax [Disc 2],24,Bijoux Bijoux [Disc 1] - Bijoux Bijoux [Disc 2] - Bijoux Bijoux [Disc 3] - Climax [Disc 1] - Climax [Disc 2],/mnt/m/musiques/__Autres/Alain Bashung/Climax [Disc 2]
Francis Lai,Francis Lai,100,Un homme et une femme (Original Motion Picture Soundtrack),La leçon particulière,33,La leçon particulière - Mayerling,/mnt/m/musiques/__B.O/La leçon particulière - Francis Lai
Dalida,Dalida,100,Les Annees Barclay,Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 9],39,Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 10] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 11] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 12] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 13] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 14] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 15] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 16] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 17] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 1] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 20] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 21] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 22] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 2] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 3] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 4] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 5] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 6] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 7] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 8] - Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 9] - Les Diamants Sont Éternels - Vol.18 - Le Sixième Jour - Les Diamants Sont Éternels - Vol.19 - Mourir Sur Scène],/mnt/m/musiques/__Autres/Dalida/Les Diamants Sont Eternels - Intégrale 25e Anniversaire [Disc 9]
Charles Trenet,Charles Trenet,100,Disque D'or,Anthologie,0,"Anthologie - Intégrale Charles Trenet  - Volume 4 - Disc1 - 'Que Reste-t-il De Nos Amours' 1941-1943 - Intégrale Charles Trenet  - Volume 4 - Disc2 - 'Que Reste-t-il De Nos Amours' 1941-1943 - Intégrale Charles Trenet - Volume 10 - Disc1 - Moi j'aime le Music Hall 1949-1955 - Intégrale Charles Trenet - Volume 10 - Disc2 - Moi j'aime le Music Hall 1949-1955 - Intégrale Charles Trenet - Volume 11 - Disc1 - Le jardin extraordinaire 1955 - 1957 - Intégrale Charles Trenet - Volume 11 - Disc2 - Le jardin extraordinaire 1955 - 1957 - Intégrale Charles Trénet - Volume 1 - Disc1 - 'Charles Et Johnny' 1933-1936 - Intégrale Charles Trénet - Volume 1 - Disc2 - 'Charles Et Johnny' 1933-1936 - Intégrale Charles Trénet - Volume 12 - Disc1 - Le Piano De La Plage - Intégrale Charles Trénet - Volume 12 - Disc2 - Le Piano De La Plage - Intégrale Charles Trénet - Volume 2 - Disc1 - (1934-1938 - Y'a d'la joie) - Intégrale Charles Trénet - Volume 2 - Disc2 - (1934-1938 - Y'a d'la joie) - Intégrale Charles Trénet - Volume 3 - Disc1 - Boum 1933-1936 - Intégrale Charles Trénet - Volume 3 - Disc2 - Boum 1933-1936 - Intégrale Charles Trénet - Volume 6 - Disc1 - L'âme Des Poètes - Intégrale Charles Trénet - Volume 6 - Disc2 - L'âme Des Poètes - Intégrale Charles Trénet - Volume 7 - Disc1 - Formidable! - Intégrale Charles Trénet - Volume 7 - Disc2 - Formidable! - Intégrale Charles Trénet - Volume 8 - Disc1 -  La folle contrainte 1951-1952 - Intégrale Charles Trénet - Volume 8 - Disc2 -  La folle contrainte 1951-1952 - Intégrale Charles Trénet - Volume 9 - Disc1 - En avril à Paris 1952-1953 - Intégrale Charles Trénet - Volume 9 - Disc2 - En avril à Paris 1952-1953 - Intégrale Charles Trénet Vol. 5 (1943-1945) 'La Mer' Disc 1 - Intégrale Charles Trénet, Volume 5 (1943-1945) 'La Mer' [Disc 2] - La Mer - Remaster",/mnt/m/musiques/__Autres/Charles Trenet/Anthologie
Jean Ferrat,Bert Jansch,64,Deux enfants au soleil 1961,,0,,
France Gall,France Gall,100,France Gall CD Story,France Gall,71,"Babacar - Dancing Disco - Débranche ! - France - France Gall - Le Tour De France 88 [Live] - Les années folles (Vinyle) - Made In France- France Gall's Baby Pop - Paris, France - Pleyel [Live] - Simple Je - Débranchée À Bercy 93 [Live] - Tout Pour La Musique - Évidemment - Les Raretés (2019)",/mnt/m/musiques/__Autres/France Gall/France Gall
Yves Duteil,Yves Duteil,100,Respect,L'Essentiel,44,Chante les enfants [Disc 1] - Chante les enfants [Disc 2] - Chemins De Liberté [Disc 1] - Chemins De Liberté [Disc 2] - Chemins De Liberté [Disc 3] - Chemins De Liberté [Disc 4] - Entre Elles Et Moi - L'Essentiel,/mnt/m/musiques/__Autres/Yves Duteil/L'Essentiel
Boris Vian,Boris Vian,100,Le Déserteur,Inédits Radio,24,Cayendo Cayendo - Inédits Radio,/mnt/m/musiques/__Autres/Boris Vian/Inédits Radio
Serge Gainsbourg,Serge Gainsbourg,100,L'Essentiel Des Albums Studio,Intégrale - L'Homme A Tête De Chou,49,Gainsbourg London Paris 1963 - 1971 - Intégrale - Archives télé radio - Intégrale - Aux armes et caetera - Intégrale - Cinéma Instrumentaux (1959 - 1986 - 2011) - Intégrale - Confidentiel - Intégrale - Du chant à la une - Intégrale - Histoire de melody nelson - Intégrale - Initial b.b - Intégrale - Jane Birkin et Serge Gainsbourg - Intégrale - L'Homme A Tête De Chou - Intégrale - Love on the beat - Intégrale - Mauvaises nouvelles des étoiles - Intégrale - N° 3 L'étonnant Serge Gainsbourg - Intégrale - N° 4 - Intégrale - N°2 - Intégrale - Percussions - Intégrale - Rock Around The Bunker - Intégrale - Single Et Duos (1975 - 1986 - 2011) - Intégrale - Vu De L'Exterieur - Intégrale - You're under arrest - Intégrale - inéma - London Paris 1963 - 1971,/mnt/m/musiques/__Autres/Serge Gainsbourg/Intégrale - L'Homme A Tête De Chou
Jacques Brel,Jacques Brel,100,J'Arrive (Vol.12),Brel,33,Brel - Jacques Brel - INTEGRAL Jacques Brel 1953-1962 - Quinze Ans D'Amour,/mnt/m/musiques/__Autres/Jacques Brel/Brel
Joe Dassin,Joe Dassin,100,Les Champs-Elysées,Les Deux Mondes De Joe Dassin (1967),43,Best Of L'Album Souvenir [Disc1] - Best Of L'Album Souvenir [Disc2] - Best Of L'Album Souvenir [Disc3] - Les Deux Mondes De Joe Dassin (1967),/mnt/m/musiques/__Autres/Joe Dassin/Les Deux Mondes De Joe Dassin (1967)
Joe Dassin,Joe Dassin,100,Joe Dassin,Les Deux Mondes De Joe Dassin (1967),51,Best Of L'Album Souvenir [Disc1] - Best Of L'Album Souvenir [Disc2] - Best Of L'Album Souvenir [Disc3] - Les Deux Mondes De Joe Dassin (1967),/mnt/m/musiques/__Autres/Joe Dassin/Les Deux Mondes De Joe Dassin (1967)
Joe Dassin,Joe Dassin,100,Le Jardin Du Luxembourg,Les Deux Mondes De Joe Dassin (1967),46,Best Of L'Album Souvenir [Disc1] - Best Of L'Album Souvenir [Disc2] - Best Of L'Album Souvenir [Disc3] - Les Deux Mondes De Joe Dassin (1967),/mnt/m/musiques/__Autres/Joe Dassin/Les Deux Mondes De Joe Dassin (1967)
Joe Dassin,Joe Dassin,100,Joe,Les Deux Mondes De Joe Dassin (1967),19,Best Of L'Album Souvenir [Disc1] - Best Of L'Album Souvenir [Disc2] - Best Of L'Album Souvenir [Disc3] - Les Deux Mondes De Joe Dassin (1967),/mnt/m/musiques/__Autres/Joe Dassin/Les Deux Mondes De Joe Dassin (1967)
