Artist_A_rechercher,Artist_Possede,Artist_sim,Album_A_rechercher,Album_Possede,Album_sim,Liste_albums_pos,Path_Possede
"Michel Legrand,Corinne Marchand",Michel Legrand,100,Cléo de 5 à 7 (Bande originale du film),[Disc 1] Les Moulins De Son Coeur- Jazz,38,"Legrand (re)imagined - Les Demoiselles De Rochefort - Les Demoiselles De Rochefort [Disc1] - Les Demoiselles De Rochefort [Disc2] - Les demoiselles de Rochefort - Intégrale 50éme anniversaire [Disc4] - Les demoiselles de Rochefort - Intégrale 50éme anniversaire [Disc5] - Michel Legrand - Hier & demain - The Young Girls Of Rochefort (N°5) [D] - [Disc 10] Michel Legrand Les Moulins De Son Cœur - Spectacles Musicaux 1965-92 - [Disc 11] Michel Legrand Les Moulins De Son Cœur - Dessins Animés 1971-82 - [Disc 12] Anthology 13 Hommage à Alain Delon - Tribute to Alain Delon - [Disc 13] Les Moulins De Son Cœur- Jean-Paul Rappeneau - 1965-1975 - [Disc 14] Sarah Vaughan-Phil Woods, Michel Legrand - [Disc 15] Stéphane Grappelli & Michel Legrand - [Disc 16] Michel Legrand Les Moulins De Son Cœur - Legrand Cinéma-The Concert Legrand 1967-75 - [Disc 17] Michel Legrand Les Moulins De Son Cœur - Ouvrages Symphoniques 1981-2017 - [Disc 18] Michel Legrand Les Moulins De Son Cœur - Famous, Rare Or Previously Unreleased Soundtracks (I) 1968-90 - [Disc 19] Michel Legrand Les Moulins De Son Cœur - Famous, Rare Or Previously Unreleased Soundtracks (II) 1974-2018 - [Disc 1] Les Moulins De Son Coeur- Jazz - [Disc 20] Michel Legrand Les Moulins De Son Cœur - Rare And Curious Pieces 1956-2002 [Disc 20] - [Disc 2] Michel Legrand Les Moulins De Son Cœur - Vocal I 1964-65 - [Disc 3] Michel Legrand Les Moulins De Son Cœur - Vocal II 1969-81 - [Disc 4] Les Moulins De Son Coeur- Nouvelle Vague - [Disc 5] Michel Legrand Anthology- 07 Jacques Demy & Michel Legrand 1960-1988 - [Disc 6] Les Moulins De Son Cœur- Hommage À Steeve McQueen -1960-80 - [Disc 7] Michel Legrand Les Moulins De Son Cœur - Deux Saxophonistes- Stan Gets & Bud Shank 1969-1971 - [Disc 8] Michel Legrand Les Moulins De Son Cœur - Interprètes Francophones 1962-2015 - [Disc 9] Michel Legrand Les Moulins De Son Cœur - Interprètes Internationaux 1958-2011",/mnt/m/musiques/__Autres/Michel Legrand/[Disc 1] Les Moulins De Son Coeur- Jazz
Zouzou,Okou,60,L'Intégrale,,0,,
Alma,Loma,75,T'es pas un homme,,0,,
Claudine Longet,Claude Fontaine,67,Claudine,,0,,
Julien Clerc,Julien Clerc,100,N°7,Julien Clerc,27,"100 Chansons - 1969-1972 [Disc 1] - 100 Chansons - 1980-1990 [Disc 3] - 100 Chansons - 1992-2005 [Disc 4] - 100 Chansons - Live Olympia 1970 [Disc 5] - 100 chansons - 1973-1979 [Disc 2] - Aime Moi - Des Jours Entiers À T'aimer - Femmes, Indiscrétion, Blasphème - Fou, Peut-Être - Jaloux - Julien - Julien Clerc - Les Incontournables - Liberté, Égalité, Fraternité... Ou La Mort - Niagara - Terre De France - This Melody - Utile",/mnt/m/musiques/__Autres/Julien Clerc/Julien Clerc
Brigitte Fontaine,Claude Fontaine,62,Prohibition,,0,,
Cécile Hercule,Cécile Corbel,67,Michel,,0,,
Barrio Colette,Hugo Barriol,62,Filles garçons,,0,,
"Patchworks,Pat Kalla",Artwork,71,Dans l'eau de la claire fontaine,,0,,
Camping Sauvach,Sam Sauvage,62,Petit Monde,,0,,
Bombes 2 Bal,Babyshambles,58,Bal indigène,,0,,
Fredda,Fred Pallem,59,Le chant des murmures,,0,,
Aurélie Saada,Sara Bareilles,67,Rose (La bande originale du film),,0,,
"Blick Bassy,Philippe Campion,Cats On Trees,Chiloo,Clou,David Donatien,Clément Ducol,Féfé,Leeroy,Foé,Erza Muqoli,Noé Preszow,Shaka Ponk,Vianney,Yael Naim,Albin de la Simone,Mathieu Boogaerts,Vincent Delerm",Bassy Blick,100,Demain demain,Ako,12,Ako,/mnt/m/musiques/__Autres/Bassy Blick/Ako
Michel Fugain & Le Big Bazar,El Michels Affair,60,"Michel Fugain, les Années Big Bazar",,0,,
L (Raphaële Lannadère),ALB,50,Initiale,,0,,
Clément Froissart,Secret of Elements,63,La vague aux cheveux d'or,,0,,
Michel Berger,Michel Berger,100,D'autres filles,Musiques De Films,44,Au Theatre Des Champs Elysees (1980) Remasterisé - Beaurivage - Beauséjour - Chansons Pour Une Fan - Différences - Double Jeu - Dreams In Stone - En Public Au Palais Des Sports [Live] - Michel Berger - Mon Piano Danse - Musiques De Films - Que L'amour Est Bizarre - Raretés 1972-1992 - Voyou - Ça Ne Tient Pas Debout,/mnt/m/musiques/__Autres/Michel Berger/Musiques De Films
La Grande Sophie,La Grande Sophie,100,Des Vagues Et Des Ruisseaux,Et Si C'était Moi,41,Cet instant - Et Si C'était Moi - La Place Du Fantôme (Version Deluxe) - La vie moderne - Nos histoires,/mnt/m/musiques/__Autres/La Grande Sophie/Et Si C'était Moi
chien noir,Hen Yanni,63,Histoires vraies,,0,,
"Louis Garrel,Ludivine Sagnier,Clotilde Hesme",Gabriel Rios,67,BO,,0,,
Jonatan Cerrada,Jonathan Jeremiah,69,Siempre 23,,0,,
Yves Duteil,Yves Duteil,100,J'ai la guitare qui me démange,Entre Elles Et Moi,42,Chante les enfants [Disc 1] - Chante les enfants [Disc 2] - Chemins De Liberté [Disc 1] - Chemins De Liberté [Disc 2] - Chemins De Liberté [Disc 3] - Chemins De Liberté [Disc 4] - Entre Elles Et Moi - L'Essentiel,/mnt/m/musiques/__Autres/Yves Duteil/Entre Elles Et Moi
Yoa,Yoa,100,bootycall,La Favorite,30,Chansons (+) tristes - La Favorite - Matcha Queen,/mnt/m/musiques/__Autres/Yoa/La Favorite
Zélie,Else,67,Amour démoniaque,,0,,
Stereo Total,Ecran Total,70,Paris <> Berlin,,0,,
Moussu T E Lei Jovents,Jean-Louis Murat,53,Putan de cançon,,0,,
Kolinga,Howling,71,Earthquake,,0,,
Antonin Appaix,Antonin,67,Flashdance,,0,,
Chocolat,Chat,67,Jazz engagé,,0,,
Albert Tawil,Willeke Alberti,74,Seul,,0,,
Alain Souchon,Alain Bashung,69,Jamais Content,,0,,
Yelli Yelli,Fellini Felin,67,La violence est mécanique,,0,,
Lulu Van Trapp,Laura Marling,52,I'm Not Here to Save the World,,0,,
"Miel De Montagne,Philippe Katerine",Jean-Michel Rotin,61,Tout Autour De Nous,,0,,
Clea Vincent,Vincent Liben,80,Xela,,0,,
Clothilde,Childs,67,French Swinging Mademoiselle,,0,,
Zanini,Ann,67,"Tu Veux, Tu Veux Pas",,0,,
"Elli,Jacno",Lili Em,73,Boomerang,,0,,
Fabio Viscogliosi,Fatboy Slim,57,Camera,,0,,
Miel De Montagne,Jean-Michel Rotin,61,Miel de Montagne,,0,,
Clair,Clairo,91,Saint-Gilles-Croix-de-Vie,Pretty Girl,28,Charm - Immunity - Pretty Girl - Sling,/mnt/m/musiques/__Autres/Clairo/Pretty Girl
Mister Mat,Mac Miller,70,Désespérément optimiste,,0,,
Jacques Duvall,Jacques Brel,69,Expert en désespoir,,0,,
Gwendoline,GENNRE,62,Après c'est gobelet !,,0,,
Mundo Prestigio,Retro Neon FM,57,La Maison du Bonheur,,0,,
Buridane,Ridan,77,Pas fragile,,0,,
"Clea Vincent,Kim Giani",Vincent Liben,80,Tropi-cléa,,0,,
Gaël Faye,France Gall,70,Mauve Jacaranda,,0,,
Isabelle Mayereau,Alex Mayr,62,Parcours,,0,,
Le Couleur,Julien Clerc,64,Concorde,,0,,
"Isolde Lasoen,Bertrand Burgalat",Melanie De Biasio,60,Oh Dear,,0,,
Gabi Hartmann,Aimee Mann,61,Gabi Hartmann,,0,,
Brigitte Fontaine,Claude Fontaine,62,Brigitte Fontaine est...,,0,,
citron citron,Catriona Irving,64,Chagrin Bleu,,0,,
Lisa Mélissa & The Mess,The Limiñanas,59,Je broie du noir,,0,,
Flavien Berger,Flavien Berger,100,Dans cent ans,Music for Maison d'en face,41,Arco Iris - Léviathan - Music for Maison d'en face,/mnt/m/musiques/__Autres/Flavien Berger/Music for Maison d'en face
Bob Azzam,Jazzamor,71,"Gala de la chanson francarabe (Sous le patronage de l'Echo d'Alger, le quotidien de tous les Algérois)",,0,,
Les Fils du Calvaire,Les Blaireaux,61,Fils de...,,0,,
Jean Ferrat,Bert Jansch,64,Ma Môme & Autres Chansons,,0,,
Charlotte Leslie,Les Charlots,79,"Wizzz French Psychorama (1966-1971), Vol. 1",,0,,
Harry Belafonte,Harry Belafonte,100,An Evening with Belafonte,Belafonte Sings the Blues,68,Belafonte Sings of The Caribbean - Belafonte Sings the Blues - Belafonte_ At Carnegie Hall - Jump Up Calypso,/mnt/m/musiques/__Autres/Harry Belafonte/Belafonte Sings the Blues
LUCKY LOVE,LUCKY LOVE,100,J'VEUX D'LA TENDRESSE,TENDRESSE,60,I DON'T CARE IF IT BURNS - TENDRESSE,/mnt/m/musiques/__Autres/LUCKY LOVE/TENDRESSE
Odezenne,Zentone,67,1200 mètres en tout,,0,,
Séverin,Evergreen,62,Nouveaux dinosaures,,0,,
MPL,TAMPLE,67,Ma pauvre Lucette,,0,,
Claude Barzotti,Camp Claude,62,Le rital,,0,,
Claude Barzotti,Camp Claude,62,Souvent je pense a vous Madame,,0,,
Evergreen,Evergreen,100,J'aime les filles,Overseas,32,Overseas,/mnt/m/musiques/__Autres/Evergreen/Overseas
"This Is The Kit,Mina Tindle",This Is The Kit,100,Off Off Oddities,Where It Lives,40,Where It Lives - Wriggle Out the Restless,/mnt/m/musiques/__Autres/This Is The Kit/Where It Lives
Freedom Fry,Frazey Ford,64,L' Invitation,,0,,
Clea Vincent,Vincent Liben,80,Tropi-Cléa 3,,0,,
Poney Express,Silver Express,67,Daisy Street,,0,,
Thomas Fersen,Thomas Feiner,77,Le pavillon des fous,,0,,
Les Wampas,Les Pirates,67,Sauvre le monde,,0,,
Aliocha Schneider,Aliocha Schneider,100,Avant Elle,Over My Shoulder,31,Over My Shoulder,/mnt/m/musiques/__Autres/Aliocha Schneider/Over My Shoulder
Clara Ysé,Clara Ysé,100,Douce,Le monde s'est dédoublé,29,Le monde s'est dédoublé,/mnt/m/musiques/__Autres/Clara Ysé/Le monde s'est dédoublé
Prudence,Dente,62,Beginnings,,0,,
"Mychael Danna,Jessica Rose Weiss",Mychael Danna,100,No Hard Feelings (Original Motion Picture Soundtrack),Exotica,26,Exotica,/mnt/m/musiques/__B.O/Exotica - Mychael Danna
Institut,Inuit,62,L'effet waouh des zones côtières,,0,,
Les Rois de la Suède,La Grande Sophie,56,"Best Of , Vol. 1",,0,,
Jeanne Bonjour,Jeanne Bonjour,100,Creep (Reprise),Nouvelle Ère,35,Nouvelle Ère,/mnt/m/musiques/__Autres/Jeanne Bonjour/Nouvelle Ère
Barbara,Barbarossa,82,Ma Plus Belle Histoire D'Amour... C'Est Vous,,0,,
Les marins de Ti-Breizh,Les Ogres De Barback,56,Chants de mer et de marins (Les plus belles chansons),,0,,
Fox Sinclair,Frank Sinatra,56,Dis Que Tu M'aimes,,0,,
Stéfi Celma,Stefi Celma,100,Du love et de l'eau,Plurielles,34,Baltimore - En oblique - Plurielles,/mnt/m/musiques/__Autres/Stefi Celma/Plurielles
Amie,Mine,75,Deux-trois mots,,0,,
Amie,Mine,75,Seule (How to Be Your Own Best Friend Soundtrack),,0,,
Gloria Lasso,Gloria,67,Presentando a Gloria Lasso,,0,,
Brigitte Bardot,Brigitte Bardot,100,Bubble Gum,Brigitte Bardot,24,Brigitte Bardot,/mnt/m/musiques/__B.O/Brigitte Bardot - Brigitte Bardot
Isabelle Pierre,Pierre Bachelet,73,Le temps est bon,,0,,
Pierre Chêne,Pierre Henry,83,L'oiseau et la bulle,,0,,
TRENTE,Dente,73,Confinée,,0,,
Soklak,Solal,73,1977,,0,,
Sainte Nicole,Saint Michel,72,Vanité,,0,,
Eartha Kitt,Arat Kilo,60,Miss Kitt To You,,0,,
Les Chauds Lapins,Les Charlots,62,Amourettes,,0,,
Au Bonheur Des Dames,James Horner,56,Jour De Fête,,0,,
Au Bonheur Des Dames,James Horner,56,Quart De Touist,,0,,
Gael Faure,Flaural,71,L'eau et la peau,,0,,
Piedbois,Editors,53,L'aube avec La nuit,,0,,
Emilie Simon,Emilie Zoé,73,ES,,0,,
Arthur H,Arthur Satàn,70,LA VIE,,0,,
"Patrick Topaloff,SiM",Patrick Watson,67,Où est ma ch'mise grise,,0,,
Rebeka Warrior,Sarah Rebecca,59,SPLIT (Bande originale de la série),,0,,
Tim Dup,Dub Inc,57,Les immortelles,,0,,
Clair,Clairo,91,La Maison Magique,Sling,27,Charm - Immunity - Pretty Girl - Sling,/mnt/m/musiques/__Autres/Clairo/Sling
Jean Schultheis,Jean-Michel Rotin,62,Abracadabra,,0,,
Halehan,Aloan,67,Soleil,,0,,
"Paul Dukas,Orchestre Symphonique de Montréal,Kent Nagano",Paul Anka,74,Danse Macabre,,0,,
Francis Lemarque,Francis Lai,74,A Paris,,0,,
"Oscar Anton,Clementine",Oscar Anton,100,nuits d'été,Home of Sanity (the playlist),40,Archwood (the playlist) - Home of Sanity (the playlist) - September Pack - postcards (the playlist),/mnt/m/musiques/__Autres/Oscar Anton/Home of Sanity (the playlist)
Blond,Le Blonde,71,Les bonnes manières,,0,,
Part-Time Friends,The Paper Kites,62,Paris en août,,0,,
Elephanz,Elephanz,100,Imperfection,Rien De Personnel,41,Elephanz - Follow your love - I Don't Wanna Know - Invisible - LOVE. HURT. REPEAT - Rien De Personnel - Time For A Change - Time for a change (Deluxe Edition) [Hi-Res],/mnt/m/musiques/__Autres/Elephanz/Rien De Personnel
Nell Widmer,Wild Belle,67,La flemme,,0,,
Martin Luminet,Luisa Marion,69,DEUIL(S),,0,,
"The Limiñanas,Nuria",The Limiñanas,100,Electrified (Best-of 2009 - 2022),Shadow People,33,(I've Got) Trouble In Mind- 7' And Rare Stuff 2009-2014 - De Pelicula - J'adore le monde - Malamore - Shadow People,/mnt/m/musiques/__Autres/The Limiñanas/Shadow People
Clara Ysé,Clara Ysé,100,OCEANO NOX,Le monde s'est dédoublé,24,Le monde s'est dédoublé,/mnt/m/musiques/__Autres/Clara Ysé/Le monde s'est dédoublé
"Putumayo,Cesar,Eva de Marce",Yo Ma,62,World Love Songs by Putumayo,,0,,
"39 Femmes,Mayra Andrade,Jennifer Ayache,Nawel Ben Kraïem,Blondino,Brigitte,Karen Brunon,Buridane,Amina Cadelli,Barbara Carlotti,Chat,Les coquettes,Anaïs Croze,Camille Faure,Alma Forrer,Zaza Fournier,Élodie Frégé,Hollysiz,Agnès Jaoui,MAI LAN",La Femme,59,"Debout les femmes (feat. Mayra Andrade, Jennifer Ayache, Nawel Ben Kraïem, Blondino, Brigitte, Karen Brunon, Buridane, Amina Cadelli, Barbara Carlotti, Chat, Les Coquettes, Anaïs Croze, Camille Faure, Alma Forrer, Zaza Fournier, Elodie Frégé, HollySiz, Agnès Jaoui, Mai Lan, Clara Luciani, Luciole, Madjo, Carole Masseport, Inna Modja, Sandra Nkaké, Ornette, Lili Poe, Pomme, Barbara Pravi, Olivia Ruiz, La Grande Sophie, Elisa Tovati, Calypso Valois, Diane Villanueva, Clea Vincent & Julie Zenatti) [39 Femmes]",,0,,
"Jacopo Planet,mokina",Jack Ladder,58,Come and go,,0,,
Mayfly,Malo',60,HIDEAWAY Vol. I,,0,,
"Yamê,COLORS",shame,67,Bécane - A COLORS SHOW,,0,,
Joanna,Nana Adjoa,75,WHERE’S THE LIGHT ?,,0,,
Marcel Zanini,Marco Zannone,69,Tu veux ou tu veux pas ?,,0,,
Alpha Blondy,Cabane & Lonny,58,Jah Victory,,0,,
NALLA,Lalalar,67,Brutally Honest,,0,,
Choses Sauvages,Sages comme des sauvages,72,Choses Sauvages,,0,,
Bonbon Vodou,Bajofondo,57,Cimetière Créole,,0,,
"Augustin Parsy,Clio",Augusta,67,Impact fatal,,0,,
"Jérémie Arcache,Christophe Musset",Rachel Sermanni,67,Retour à Séoul (Original Motion Picture Soundtrack),,0,,
"Marion Rampal,Piers Faccini",Paul Martin,75,Tissé,,0,,
"Ariane Moffatt,Lou Doillon",Ariane Moffatt,100,Incarnat,Airs de Jeux,20,22h22 - Airs de Jeux - Tous les sens,/mnt/m/musiques/__Autres/Ariane Moffatt/Airs de Jeux
Alif Tree,Al Green,71,French Cuisine,,0,,
Lisa Ducasse,Cassius,63,Qui sont,,0,,
Aure,Laurel,80,Dans la plaine,,0,,
"Refuge,Thx4Crying,Pi Ja Ma",French Fuse,59,Lava (Afterlife),,0,,
"Pomme,Flavien Berger",Pomme,100,les failles cachées (halloween version),À Peu Près,41,Consolation - À Peu Près,/mnt/m/musiques/__Autres/Pomme/À Peu Près
Ottis Cœur,Ottis Cœur,100,Labrador,Léon,33,Juste Derrière Toi - Léon,/mnt/m/musiques/__Autres/Ottis Cœur/Léon
Bellboy,Boy & Bear,67,Les créatures de l'univers,,0,,
Dooz Kawa,Dooz Kawa,100,Narcozik #3,Bohemian Rap Story,21,Bohemian Rap Story,/mnt/m/musiques/__Autres/Dooz Kawa/Bohemian Rap Story
Mou,Madou,75,Nirvanana,,0,,
Hippie Hourrah,Hindi Zahra,56,Hippie Hourrah!,,0,,
Charlotte Fever,Good Charlotte,69,Charlotte Fever,,0,,
Vous n'Avez Pas d'Avis,Avec pas d'casque,62,d'Ormesson Interlude,,0,,
ROZA,Roar,75,Système ouvert,,0,,
Les Yeux D'La Tête,Let Your Hair Down,56,Danser sur les toits,,0,,
ELISA ERKA,Eliane Elias,64,Le bruit du monde,,0,,
La Chanson Du Dimanche,La Chanson du Dimanche,100,Bundle 5 Titres,2007 Saison 1 - Plante un arbre,32,2007 Saison 1 - Plante un arbre - 2008 Saison 2 - 2009 Saison 3 - 2010 Saison 4,/mnt/m/musiques/__Autres/La Chanson du Dimanche/2007 Saison 1 - Plante un arbre
Simone Ringer,Aime Simone,75,DANCE,,0,,
Panache!,Palace,77,Pas mal toi,,0,,
Milla,Smilla,91,Courbes,Tagtraum,13,Tagtraum,/mnt/m/musiques/__Autres/Smilla/Tagtraum
George Ka,George Ka,100,Jolies personnes,Les Rebords du Monde,44,Les Rebords du Monde - Par avance,/mnt/m/musiques/__Autres/George Ka/Les Rebords du Monde
"De la Suda,Lisa S.",Selah Sue,63,À la nage,,0,,
Les Pythons de la Fournaise,Lou de la Falaise,64,Tout z'etoil,,0,,
Delgres,Dolores,71,Promis Le Ciel,,0,,
Oscar les vacances,Vanessa Van Ness,59,Garçon,,0,,
Les Fils du Facteur,Yves Duteil,60,Jusqu'ici ça va,,0,,
"Lithium,C.Cole,Sheldon,Waxx",Them & I,62,LES APACHES,,0,,
Fred Nevché,Fred Nevché,100,Emotional Data,The Unreal Story of Lou Reed (Instrumental),33,The Unreal Story of Lou Reed - The Unreal Story of Lou Reed (Instrumental) - Valdevaqueros,/mnt/m/musiques/__Autres/Fred Nevché/The Unreal Story of Lou Reed (Instrumental)
"Vincent Courtois,Pomme",Vincent Peirani,65,Ernest et Célestine : le voyage en Charabie (Bande originale du film),,0,,
Mesparrow,Scarecrow,67,L'essence vagabonde,,0,,
"Bazbaz,Brigitte",Bazbaz,100,Bazbaz café,Sur le bout de la langue,29,En liberté ! - Hors de prix - La Chose - Love Muzik - Sur le bout de la langue - The Salmon,/mnt/m/musiques/__Autres/Bazbaz/Sur le bout de la langue
"Benjamin Biolay,Chiara Mastroianni",Benjamin Biolay,100,HOME,Volver,40,Best Of - Et j'aime à la fureur (BO) - La Superbe [Disc 1] - La Superbe [Disc 2] - Negatif [Disc 2] - Négatif - Palermo Hollywood - Pourquoi Tu Pleures - - Rose Kennedy - Trash Yéyé - Trenet - Vengeance - Volver,/mnt/m/musiques/__Autres/Benjamin Biolay/Volver
France Gall,France Gall,100,Évidemment (Version Deluxe),Évidemment - Les Raretés (2019),62,"Babacar - Dancing Disco - Débranche ! - France - France Gall - Le Tour De France 88 [Live] - Les années folles (Vinyle) - Made In France- France Gall's Baby Pop - Paris, France - Pleyel [Live] - Simple Je - Débranchée À Bercy 93 [Live] - Tout Pour La Musique - Évidemment - Les Raretés (2019)",/mnt/m/musiques/__Autres/France Gall/Évidemment - Les Raretés (2019)
"Mou,Philippe Katerine",Madou,75,Mon anniversaire,,0,,
Renard Tortue,La Tordue,64,Tic-Tac,,0,,
Luidji,Luca Wilding,56,Pour deux âmes solitaires (Part.1),,0,,
"Putumayo,Feathership,Laurence-Anne",Yo Ma,62,Café du Monde by Putumayo,,0,,
Vieux Farka Touré,The Rapture,57,Les Racines,,0,,
"Allain Leprest,Romain Didier",All Eyes,64,Leprest Symphonique: Les derniers enregistrements d'Allain,,0,,
Allain Leprest,All Eyes,64,(Re)Donne-moi de mes nouvelles,,0,,
Josman,Josin,73,J.O.$,,0,,
"Luidji,Ryan Koffi",Luca Wilding,56,Saison 00,,0,,
Brassens l'Africain,Africa Express,61,Sète au village,,0,,
Eddy de Pretto,Irit Dekel & Eldad Zitrin,54,CRASH CŒUR,,0,,
Satellite Jockey,Satellite Lovers,75,Le week-end,,0,,
November Ultra,Emir Kusturica,57,bedroom walls,,0,,
Les Wriggles,Les Witches,70,Tant pis! Tant mieux!,,0,,
Bonnie Banane,Lonnie Donegan,67,Nini,,0,,
Mélo Lauret,Laurel,71,le moment présent,,0,,
Brigitte Fontaine,Claude Fontaine,62,Kekeland,,0,,
Buridane,Ridan,77,Comme avant,,0,,
Juliette Gréco,Juliette Armanet,73,No. 8,,0,,
Lonely Drifter Karen,Lonely Drifter Karen,100,La Chouette,Poles,25,Fall of Spring - Grass Is Singing - Poles,/mnt/m/musiques/__Autres/Lonely Drifter Karen/Poles
"ASPRA,Lena Platonos",Austra,73,Markos (French Version),,0,,
Jeanne Côté,Loane Coste,73,Suite pour personne,,0,,
Clea Vincent,Vincent Liben,80,Gens de la nuit,,0,,
Oscar Anton,Oscar Anton,100,Monde Nouveau,Home of Sanity (the playlist),37,Archwood (the playlist) - Home of Sanity (the playlist) - September Pack - postcards (the playlist),/mnt/m/musiques/__Autres/Oscar Anton/Home of Sanity (the playlist)
CHATON,Chat,80,MINUTE,,0,,
Vollmun,Luna,55,Me Revoilà,,0,,
"Andrick Airways,Ayema",Hania Rani,56,Dans ma cabane (Radio Edit),,0,,
Glauque,Claude,62,"Les gens passent, le temps reste",,0,,
Gérard Blanc,Grand Blanc,87,Ailleurs pour un ailleurs...,,0,,
"Iris Jodorowsky,Nathan Dassas",Mikis Theodorakis,56,La Dolce Vita,,0,,
Bibi Club,Bobbi Lu,71,Le soleil et la mer,,0,,
Charlotte Rampling,Charlotte Gainsbourg,74,De l'amour mais quelle drôle d'idée,,0,,
Bonnie Banane,Lonnie Donegan,67,Sexy Planet,,0,,
"Mr GISCARD,Mathieu Boogaerts",Mark Isham,60,Polka (feat. Mathieu Boogaerts),,0,,
"Arthur Teboul,Baptiste Trotignon",Arthur Russell,67,Piano Voix,,0,,
White Velvet,White Lies,73,Encore à contre courant,,0,,
"Nino Ferrer,Guts,Florian Pellissier",Frenic,59,Le Sud (Soul Jazz Version - Reworks 2024),,0,,
Yael Naim,Mychael Danna,64,Unreleased Nightsongs,,0,,
Mou,Madou,75,Bijoux d'amour,,0,,
Camille,Cibelle,71,Ilo Veyou,,0,,
Ali Danel,Daniel Balavoine,72,Ali Danel et ses ami.es,,0,,
Marvin Jouno,Boban Markovic,62,Sur Mars,,0,,
De Flore,Dolores,67,Météo astrale,,0,,
Galatée,Palatine,67,Le Cœur,,0,,
VONFELT,One t,67,VONFELT,,0,,
Marie Benoliel,Gently Marie,69,Embrasse-moi,,0,,
TRENTE,Dente,73,#1 CARNETS,,0,,
Interview,Interpol,59,France chébran: French Boogie (1980 - 1985),,0,,
Collation,Clairo,67,Collation,,0,,
"Lydia Képinski,Les Louanges",Klaus Kinski,69,J'aime quand on danse (tes mains sur mes hanches),,0,,
"Ichon,COLORS",Discohen,62,La vie - A COLORS SHOW,,0,,
Ofé,OTE,67,Monde Imaginaire,,0,,
Malik Djoudi,Malik Djoudi,100,Vivant,Tempéraments,33,Tempéraments - Troie - UN,/mnt/m/musiques/__Autres/Malik Djoudi/Tempéraments
Axel Enderlin,Pauline Vanderlinden,61,j'ai croisé l'amour. (Demo),,0,,
Clea Vincent,Vincent Liben,80,Tropi-cléa,,0,,
Detroit,Détroit,100,L'ANGLE,Live À La Cigale,52,Horizons - Live À La Cigale,/mnt/m/musiques/__Autres/Détroit/Live À La Cigale
Maya Kamaty,Alma May,74,SOVAZ (Deluxe Edition),,0,,
Willows,Wallows,86,Maison vent,,0,,
Malaka,Malva,73,Malaka maï,,0,,
"El Gato Negro,Assane Mboup",La Yegros,64,Tigre qui pleure,,0,,
O'o,OK Go,75,Touche,,0,,
"TOMASI,Yoa",Atom Smith,62,Adulescent Fluorescent,,0,,
Nerlov,Inerpol,62,Pas si grave,,0,,
Bellboy,Boy & Bear,67,Opéra partie I,,0,,
Universal Production Music,Mes Souliers Sont Rouges,56,Sexy Rouge (as featured in  Sky Rojo ) (Remix) (Original TV Series Soundtrack),,0,,
Imany,Imany,100,Voodoo Cello,The Shape of a Broken Heart,15,The Shape of a Broken Heart,/mnt/m/musiques/__Autres/Imany/The Shape of a Broken Heart
ELISA ERKA,Eliane Elias,64,La roue,,0,,
"Richard De Bordeaux,Daniel Beretta",Richard Dorfmeister,63,"Wizzz French Psychorama (1966-1971), Vol. 1",,0,,
Myra,MYXA,75,amour terrible,,0,,
Gloria,Gloria,100,Toi ma peine,People like you and me,41,In Excelsis Stereo - People like you and me,/mnt/m/musiques/__Autres/Gloria/People like you and me
MAI LAN,Animali,71,Le Loup,,0,,
"Sexy Sushi,Rebeka Warrior,Mitch Silver",Sexy sushi,100,Mauvaise foi,Marre marre marre,34,Cyril - Marre marre marre - Tu L'As Bien Mérité! - Vous n'allez pas repartir les mains vides_,/mnt/m/musiques/__Autres/Sexy sushi/Marre marre marre
Astéréotypie,Stereophonics,64,PATAMI,,0,,
"Mattyeux,Princess Chelsea,Videoclub",Mattyeux,100,Mirages,Sometimes,50,Sometimes - VHS - Émotions saturées,/mnt/m/musiques/__Autres/Mattyeux/Sometimes
Moziimo,Mimosa,62,Je voudrais être un fleuve,,0,,
Iliona,Iliona,100,Lâche-moi la main,Moins joli,44,Moins joli - Tristesse - Tête brûlée - What if I break up with u _,/mnt/m/musiques/__Autres/Iliona/Moins joli
Saâne,Cabane,73,Des fleurs au bout des doigts,,0,,
Renard Tortue,La Tordue,64,Pakomifo,,0,,
Alex Melville,Adré Minvielle,67,Halizéa,,0,,
Ultramoderne,La Pompe Moderne,64,Laperformanceestvulgaire,,0,,
Iliona,Iliona,100,Si tu m'aimes demain,Moins joli,40,Moins joli - Tristesse - Tête brûlée - What if I break up with u _,/mnt/m/musiques/__Autres/Iliona/Moins joli
Nesrine,Kinderserien,63,Kan Ya Makan (Once Upon a Time),,0,,
Jeane Manson,Jean Yanne,73,Une Américaine à Paris,,0,,
SOLEIL ROUGE,Rouge Rouge,70,Viens chez moi,,0,,
Véronique Sanson,Dominique A,59,De l'autre côté de mon rêve (Remasterisé en 2008),,0,,
Lisa Portelli,Satellites,61,ABSENS,,0,,
Bertrand Cantat,Bertrand Burgalat,75,Amor Fati,,0,,
JeanneTo,Jean Yanne,67,Réveillée,,0,,
Pogo Car Crash Control,M.A.O. Cormontreuil,55,Don't Get Sore,,0,,
Daniel Bélanger,Daniel Balavoine,77,Rêver Mieux,,0,,
Ferielle,Cibelle,67,des fleurs aux gens,,0,,
